#ID:	3
#type:	Perform parallel JV
#start_time:	16/04/2025 16.48.02
#
# Parameters
#Sample area:	0.25 cm²
#Comment:	  
#Resolution of the measurement unit:	10 (higher better/slower)
#start_voltage:	-0.2 V
#stop_voltage:	1.4 V
#Scan rate:	10 mV/s
#settling_time:	10 ms
#direction:	3 0=forward,1=backward,2=for- & backward,3=back- & forward
##Sample holder climate : temperature:	[21.627,35.187] °C
##Sample holder climate : relative humidity:	[38.428,33.845] %
##IR temperature [0]:	[23.33,46.49] °C
##Stage temperature:	[21.4165,53.7755] °C
##Light intensity:	[100,100] %
#
#voltage (V),current (mA)
1.40822,-0.00100696
1.40298,-0.00108093
1.37862,-0.000800486
1.36866,-0.00110667
1.36918,-0.00119235
1.33971,-0.00091766
1.33961,-0.000954646
1.3296,-0.00104341
1.32007,-0.000948714
1.31034,-0.000882141
1.29548,-0.000905798
1.29068,-0.000940317
1.28066,-0.00107986
1.2656,-0.00130817
1.2606,-0.000898866
1.25133,-0.00102955
1.23605,-0.00122087
1.23131,-0.00105074
1.21653,-0.00103001
1.21211,-0.00125932
1.19757,-0.00100929
1.18782,-0.0010724
1.17755,-0.000941714
1.17274,-0.00115623
1.15807,-0.000664558
1.14866,-0.000791773
1.1389,-0.000774513
1.12909,-0.000938714
1.11936,-0.000825293
1.10954,-0.000613244
1.10038,-0.00117442
1.09034,-0.00102648
1.07611,-0.0010674
1.07112,-0.00115369
1.05641,-0.000911057
1.05138,-0.00104914
1.03673,-0.000986493
1.02701,-0.00104714
1.02215,-0.000807964
1.00736,-0.000930248
0.997822,-0.000821758
0.987771,-0.000919386
0.983087,-0.00093418
0.964156,-0.000878935
0.959046,-0.000886332
0.949075,-0.00101108
0.939238,-0.000850812
0.929891,-0.000737391
0.915378,-0.000790636
0.910249,-0.00051448
0.900504,-0.000523342
0.885507,-0.000468097
0.880962,-0.000650558
0.866384,-0.000696406
0.861367,-0.00067668
0.847119,-0.000626367
0.837519,-0.000848278
0.82802,-0.000844812
0.818012,-0.0008744
0.808555,-0.000932577
0.799002,-0.000836415
0.789232,-0.000956234
0.779332,-0.000823087
0.770019,-0.000721994
0.755124,-0.000659352
0.750298,-0.000782636
0.740832,-0.000867935
0.725989,-0.000817621
0.721517,-0.000783102
0.706642,-0.00093744
0.702055,-0.000858538
0.68751,-0.000625764
0.687226,-0.000825484
0.658003,-0.000932974
0.658351,-0.000955165
0.643145,-0.000687871
0.638594,-0.000877729
0.629167,-0.000677009
0.614323,-0.000494548
0.609861,-0.00077317
0.594912,-0.000779567
0.589919,-0.000690803
0.575999,-0.000936371
0.565971,-0.000706063
0.561336,-0.000511274
0.546831,-0.000951631
0.537174,-0.000456029
0.527763,-0.000701597
0.513439,-0.000755842
0.508584,-0.00076717
0.499102,-0.000863332
0.48441,-0.00107191
0.479837,-0.000941234
0.465754,-0.000772567
0.456383,-0.000617229
0.446436,-0.000712391
0.436985,-0.00056445
0.427439,-0.000528931
0.417814,-0.000474685
0.403453,-0.000698063
0.398493,-0.000451494
0.384208,-0.000729116
0.379792,-0.00077843
0.365541,-0.000853866
0.355962,-0.000476617
0.350733,-0.00046922
0.336809,-0.000916974
0.327255,-0.000763102
0.317605,-0.00070146
0.308223,-0.000628955
0.293065,-0.000744842
0.287857,-0.000484945
0.277723,-0.000418372
0.262465,-0.000409975
0.257458,-0.000597367
0.247135,-0.000431166
0.237156,-0.000598832
0.227333,-0.000563313
0.216918,-0.000541122
0.206963,-0.000448891
0.196968,-0.000702857
0.186918,-0.000837469
0.176332,-0.000662406
0.166616,-0.000747705
0.156093,-0.00089318
0.146228,-0.000677665
0.136175,-0.000734376
0.125803,-0.000718582
0.115877,-0.000827072
0.106253,-0.000503068
0.0957958,-0.000335401
0.0860432,-0.000701788
0.0757094,-0.000615489
0.0702587,-0.000467548
0.0553686,-0.000831469
0.0458502,-0.000337333
0.0356281,-0.000682528
0.0250422,-0.000528656
0.0202973,-0.000713582
0.0050189,-0.000690391
-0.0051419,-0.000567107
-0.015227,-0.000635146
-0.0200926,-0.000731308
-0.0349458,-0.000375249
-0.0445729,-0.000584832
-0.053914,-0.000635612
-0.0636553,-0.000497533
-0.0734588,-0.000208049
