#ID:	4
#type:	Stressing
#start_time:	16/04/2025 17.41.05
#
# Parameters
#Sample area:	0.25 cm²
#Comment:	  
#Resolution of the measurement unit:	10 (higher better/slower)
#wait_duration:	1 min
#point_rate:	2 1/s
#point_spacing:	0 linear
#setpoint:	Inf W
##Sample holder climate : temperature:	[34.779,36.886] °C
##Sample holder climate : relative humidity:	[31.739,30.744] %
##IR temperature [0]:	[44.35,46.49] °C
##Stage temperature:	[51.4341,54.4878] °C
##Light intensity:	[100,100] %
#Power:	-0.00131596 mW
#Current:	-0.000972083 mA
#Voltage:	1.35375 V
#
#time (s),Voltage (V),current (mA),Power (mW),PCE (%)
1.10255,1.4483,-0.000853621,-0.0012363,0.00494518
1.63487,1.39845,-0.000918195,-0.00128405,0.00513618
2.14794,1.34898,-0.00104341,-0.00140754,0.00563017
2.67891,1.30012,-0.000770185,-0.00100134,0.00400534
3.19546,1.32458,-0.000943783,-0.00125012,0.00500046
3.71821,1.35385,-0.000852087,-0.0011536,0.0046144
4.23606,1.33952,-0.00093492,-0.00125234,0.00500937
4.76529,1.3198,-0.000670092,-0.000884386,0.00353754
5.28828,1.32943,-0.000858484,-0.0011413,0.00456518
5.81485,1.33947,-0.00112971,-0.00151321,0.00605283
6.33655,1.35372,-0.00109372,-0.0014806,0.0059224
6.86844,1.34916,-0.000986699,-0.00133121,0.00532485
7.39285,1.34917,-0.00112478,-0.00151752,0.00607006
7.92096,1.35423,-0.000963043,-0.00130418,0.00521671
8.44564,1.35415,-0.000716474,-0.000970215,0.00388086
8.97984,1.35418,-0.000787979,-0.00106707,0.00426827
9.51493,1.35435,-0.000778116,-0.00105384,0.00421537
10.043,1.35419,-0.000583328,-0.000789937,0.00315975
10.5635,1.35388,-0.000940851,-0.0012738,0.0050952
11.0899,1.35394,-0.000802773,-0.00108691,0.00434764
11.6131,1.35397,-0.0004847,-0.000656268,0.00262507
12.1429,1.35399,-0.000886606,-0.00120046,0.00480182
12.654,1.35387,-0.000896469,-0.0012137,0.00485482
13.1784,1.35393,-0.000812636,-0.00110025,0.004401
13.7043,1.35406,-0.000615381,-0.000833266,0.00333306
14.2261,1.35411,-0.000652367,-0.000883377,0.00353351
14.7494,1.35398,-0.000874278,-0.00118376,0.00473502
15.2811,1.35401,-0.000879209,-0.00119045,0.00476182
15.8047,1.35405,-0.000775651,-0.00105027,0.00420107
16.3311,1.35381,-0.000790445,-0.00107011,0.00428046
16.8528,1.35373,-0.000748528,-0.00101331,0.00405322
17.3712,1.35384,-0.000531548,-0.000719633,0.00287853
