#ID:	4
#type:	Stressing
#start_time:	16/04/2025 16.53.28
#
# Parameters
#Sample area:	0.25 cm²
#Comment:	  
#Resolution of the measurement unit:	10 (higher better/slower)
#wait_duration:	1 min
#point_rate:	2 1/s
#point_spacing:	0 linear
#setpoint:	Inf W
##Sample holder climate : temperature:	[35.187,37.027] °C
##Sample holder climate : relative humidity:	[33.845,32.81] %
##IR temperature [0]:	[46.49,48.25] °C
##Stage temperature:	[53.7755,55.5825] °C
##Light intensity:	[100,100] %
#Power:	-0.00130309 mW
#Current:	-0.000962221 mA
#Voltage:	1.35425 V
#
#time (s),Voltage (V),current (mA),Power (mW),PCE (%)
2.05279,1.44368,-0.000592259,-0.000855031,0.00342012
3.08009,1.39438,-0.000822033,-0.00114623,0.00458491
4.10901,1.34518,-0.000710543,-0.00095581,0.00382324
5.13084,1.36947,-0.000788979,-0.00108048,0.00432193
6.14421,1.39939,-0.000733268,-0.00102613,0.00410451
7.15725,1.38439,-0.000890072,-0.00123221,0.00492883
8.19622,1.36469,-0.000913729,-0.00124696,0.00498783
9.2248,1.345,-0.000846156,-0.00113808,0.00455233
10.249,1.35438,-0.000780582,-0.00105721,0.00422883
11.2748,1.34971,-0.000733734,-0.000990327,0.00396131
12.3119,1.34983,-0.00100496,-0.00135652,0.00542608
13.3364,1.3546,-0.000896469,-0.00121436,0.00485743
14.3673,1.35424,-0.000824964,-0.0011172,0.00446879
15.391,1.35461,-0.000913729,-0.00123775,0.00495099
16.4147,1.35444,-0.000807705,-0.00109399,0.00437595
17.432,1.35437,-0.000871812,-0.00118075,0.00472301
18.4553,1.35446,-0.00082743,-0.00112072,0.00448289
19.4605,1.35457,-0.000916195,-0.00124105,0.00496419
20.4647,1.3546,-0.000797842,-0.00108076,0.00432304
21.4896,1.35464,-0.00062771,-0.000850319,0.00340128
22.511,1.3545,-0.000681955,-0.000923709,0.00369484
23.5312,1.35476,-0.000669626,-0.000907186,0.00362874
24.5495,1.35472,-0.000928523,-0.00125789,0.00503157
25.5824,1.35482,-0.000778116,-0.00105421,0.00421683
26.6111,1.35467,-0.00091866,-0.00124448,0.00497794
27.6236,1.35453,-0.000758391,-0.00102726,0.00410905
28.645,1.35455,-0.000987699,-0.00133788,0.00535154
29.6654,1.35428,-0.00107153,-0.00145115,0.0058046
30.6345,1.35444,-0.000748528,-0.00101384,0.00405535
31.6022,1.35439,-0.000812636,-0.00110062,0.00440249
32.5742,1.35448,-0.000662229,-0.000896975,0.0035879
33.5981,1.35438,-0.000714009,-0.000967037,0.00386815
34.6042,1.3545,-0.000822499,-0.00111407,0.00445629
35.619,1.35423,-0.000871812,-0.00118063,0.00472252
36.6383,1.3541,-0.000950714,-0.00128737,0.00514946
37.6496,1.35425,-0.000908798,-0.00123074,0.00492295
38.6612,1.35431,-0.00114057,-0.00154469,0.00617875
39.6768,1.35416,-0.000911263,-0.001234,0.00493599
40.6879,1.3546,-0.00081017,-0.00109746,0.00438983
41.7002,1.35436,-0.000889072,-0.00120413,0.00481651
42.7119,1.3541,-0.00050196,-0.000679706,0.00271882
43.737,1.35435,-0.000802773,-0.00108724,0.00434894
44.7535,1.35446,-0.000696749,-0.000943716,0.00377486
45.7729,1.35424,-0.000948248,-0.00128416,0.00513663
46.7899,1.35395,-0.000657298,-0.000889951,0.0035598
47.812,1.35413,-0.000894003,-0.00121059,0.00484238
48.8295,1.35411,-0.000667161,-0.000903408,0.00361363
49.849,1.35401,-0.000706612,-0.000956761,0.00382704
50.882,1.35456,-0.000908798,-0.00123102,0.00492409
51.9076,1.35456,-0.000832361,-0.00112749,0.00450994
52.9326,1.35414,-0.000524151,-0.000709776,0.0028391
53.9571,1.35443,-0.000866881,-0.00117413,0.00469653
54.9839,1.35437,-0.000884141,-0.00119746,0.00478982
56.0097,1.35408,-0.000699215,-0.000946791,0.00378716
57.0467,1.35432,-0.000714009,-0.000967,0.003868
58.0777,1.35433,-0.000854553,-0.00115734,0.00462938
59.0982,1.35427,-0.000876744,-0.00118734,0.00474938
60.1171,1.3542,-0.000948248,-0.00128412,0.00513648
61.1377,1.35426,-0.00101975,-0.00138102,0.00552406
62.1638,1.35428,-0.00091866,-0.00124412,0.0049765
