#ID:	4
#type:	Stressing
#start_time:	16/04/2025 17.48.52
#
# Parameters
#Sample area:	0.25 cm²
#Comment:	  
#Resolution of the measurement unit:	10 (higher better/slower)
#wait_duration:	1 min
#point_rate:	2 1/s
#point_spacing:	0 linear
#setpoint:	Inf W
##Sample holder climate : temperature:	[29.964,29.099] °C
##Sample holder climate : relative humidity:	[32.155,32.667] %
##IR temperature [0]:	[31.53,29.85] °C
##Stage temperature:	[30.2538,29.3448] °C
##Light intensity:	[0,0] %
#Power:	-0.000752454 mW
#Current:	0.000500741 mA
#Voltage:	-1.50268 V
#
#time (s),Voltage (V),current (mA),Power (mW),PCE (%)
1.15087,0.176446,9.45586E-5,1.66845E-5,Inf
1.67603,0.127338,-5.2848E-5,-6.72953E-6,Inf
2.18901,0.0776433,0.000163666,1.27076E-5,Inf
2.70938,-0.124225,8.46568E-6,-1.05165E-6,Inf
3.2313,-0.321277,0.000299553,-9.62395E-5,Inf
3.75882,-0.524187,0.000109833,-5.75731E-5,Inf
4.28574,-0.725475,0.000230789,-0.000167432,Inf
4.81664,-0.918666,0.000327088,-0.000300484,Inf
5.34152,-1.11694,0.000169421,-0.000189233,Inf
5.86339,-1.31631,0.000492563,-0.000648366,Inf
6.39095,-1.51217,0.000480372,-0.000726404,Inf
6.92545,-1.41688,0.000416195,-0.000589699,Inf
7.44264,-1.51207,0.0004927,-0.000744995,Inf
7.97502,-1.46472,0.000487235,-0.000713662,Inf
8.49738,-1.51199,0.000135176,-0.000204386,Inf
9.02466,-1.48785,0.000466043,-0.000693401,Inf
9.55579,-1.51189,0.000362019,-0.000547334,Inf
10.0928,-1.50248,0.000489235,-0.000735064,Inf
10.6212,-1.49292,0.000590328,-0.000881312,Inf
11.1508,-1.50242,6.02059E-5,-9.04544E-5,Inf
11.6736,-1.49795,0.00047444,-0.000710688,Inf
12.2051,-1.50258,0.000548411,-0.000824032,Inf
12.72,-1.5029,0.000449784,-0.000675979,Inf
13.2561,-1.4978,0.000324034,-0.000485337,Inf
13.7852,-1.50234,0.000262392,-0.000394202,Inf
14.3172,-1.49774,0.000361019,-0.000540713,Inf
14.8409,-1.50206,0.000289514,-0.000434868,Inf
15.3633,-1.50235,9.47255E-5,-0.000142311,Inf
15.8944,-1.49766,0.000294446,-0.00044098,Inf
16.4212,-1.50253,0.000279652,-0.000420185,Inf
16.9559,-1.50224,0.000252529,-0.000379358,Inf
17.4849,-1.49752,0.000102122,-0.00015293,Inf
18.0221,-1.50212,0.000363485,-0.000545998,Inf
18.5537,-1.49768,0.000176093,-0.000263732,Inf
19.0765,-1.50266,4.78775E-5,-7.19435E-5,Inf
19.6041,-1.50259,0.000304308,-0.00045725,Inf
20.1267,-1.50251,0.000250063,-0.000375723,Inf
20.6491,-1.4981,0.000511426,-0.000766168,Inf
21.1811,-1.50223,0.000343759,-0.000516404,Inf
21.7117,-1.50254,0.000770322,-0.00115744,Inf
22.2392,-1.49808,0.000545945,-0.000817868,Inf
22.7605,-1.50267,0.000553342,-0.000831492,Inf
23.2898,-1.49796,0.000213078,-0.000319183,Inf
23.8281,-1.50208,0.000560739,-0.000842275,Inf
24.3501,-1.50219,0.000314171,-0.000471946,Inf
24.8797,-1.49755,0.000299377,-0.000448331,Inf
25.4113,-1.50221,0.00040047,-0.000601589,Inf
25.9404,-1.50234,0.000247598,-0.000371976,Inf
26.468,-1.49795,0.000230338,-0.000345034,Inf
26.9906,-1.50261,0.000321568,-0.00048319,Inf
27.5258,-1.4982,0.000319103,-0.000478081,Inf
28.0528,-1.50278,0.000328965,-0.000494361,Inf
28.5853,-1.49785,9.22598E-5,-0.000138191,Inf
29.1054,-1.50337,0.000447318,-0.000672485,Inf
29.6304,-1.50336,0.000523754,-0.000787393,Inf
30.1537,-1.5032,0.000511426,-0.000768777,Inf
30.6828,-1.5031,0.000632244,-0.000950326,Inf
31.2171,-1.503,0.000511426,-0.000768671,Inf
31.7488,-1.4979,0.000489235,-0.000732826,Inf
32.2793,-1.50284,0.000501563,-0.000753769,Inf
32.7985,-1.50242,0.000272255,-0.000409041,Inf
33.3293,-1.50249,0.000427593,-0.000642453,Inf
33.8557,-1.5028,0.00041773,-0.000627766,Inf
34.3894,-1.50261,0.000484303,-0.00072772,Inf
34.9048,-1.50288,0.000311705,-0.000468455,Inf
35.4417,-1.49825,0.000568136,-0.000851208,Inf
35.974,-1.50299,0.000311705,-0.000468489,Inf
36.5021,-1.49823,0.000425127,-0.000636937,Inf
37.0365,-1.50244,0.000511426,-0.000768385,Inf
37.5603,-1.50294,0.000444852,-0.000668588,Inf
38.0933,-1.50289,0.000215544,-0.000323938,Inf
38.6234,-1.49768,0.000521288,-0.000780725,Inf
39.157,-1.50313,0.000568136,-0.000853982,Inf
39.6853,-1.49814,0.000459646,-0.000688614,Inf
40.2168,-1.50265,0.000370882,-0.000557306,Inf
40.7491,-1.49823,0.000205681,-0.000308157,Inf
41.271,-1.50264,0.00025746,-0.00038687,Inf
41.7939,-1.50258,0.00052622,-0.000790685,Inf
42.326,-1.50264,0.000548411,-0.000824063,Inf
42.8495,-1.49752,0.000254995,-0.00038186,Inf
43.3798,-1.50243,0.000449784,-0.000675768,Inf
43.9042,-1.49791,0.000553342,-0.000828858,Inf
44.4374,-1.50264,0.000489235,-0.000735143,Inf
44.9592,-1.49774,0.000457181,-0.000684739,Inf
45.4909,-1.50229,0.00036595,-0.000549764,Inf
46.0209,-1.50258,0.000538548,-0.00080921,Inf
46.5508,-1.50248,0.000479372,-0.000720244,Inf
47.0855,-1.50285,0.000296911,-0.000446214,Inf
47.6185,-1.50247,0.000422661,-0.000635037,Inf
48.147,-1.50255,0.000425127,-0.000638774,Inf
48.6823,-1.50251,0.00016623,-0.000249763,Inf
49.2073,-1.50248,0.000336362,-0.000505377,Inf
49.7374,-1.50225,0.00030924,-0.000464555,Inf
50.2637,-1.50219,0.000205681,-0.000308972,Inf
50.7964,-1.50281,0.0003265,-0.000490668,Inf
51.3232,-1.50237,0.000363485,-0.000546088,Inf
51.8583,-1.50208,0.000479372,-0.000720053,Inf
52.391,-1.5023,0.000575533,-0.000864624,Inf
52.9055,-1.50215,0.000398004,-0.000597862,Inf
53.4286,-1.50231,0.000430058,-0.000646081,Inf
53.9531,-1.50236,0.000405401,-0.00060906,Inf
54.4843,-1.50238,0.000506494,-0.000760945,Inf
55.0037,-1.50243,0.000338828,-0.000509066,Inf
55.5342,-1.50245,0.000213078,-0.000320139,Inf
56.0658,-1.50241,0.000289514,-0.000434969,Inf
56.5941,-1.50188,0.000548411,-0.000823649,Inf
57.1262,-1.50229,0.000264858,-0.000397892,Inf
57.6579,-1.50257,0.000669229,-0.00100557,Inf
58.1885,-1.50233,0.000232804,-0.000349749,Inf
58.7216,-1.50237,0.000582931,-0.000875779,Inf
59.2502,-1.50261,0.000459646,-0.000690671,Inf
59.7779,-1.50266,0.000521288,-0.000783317,Inf
60.2822,-1.50266,0.000496632,-0.000746269,Inf
60.8018,-1.50259,0.000457181,-0.000686955,Inf
61.3322,-1.50279,0.000548411,-0.000824145,Inf
