#ID:	4
#type:	Stressing
#start_time:	16/04/2025 17.41.05
#
# Parameters
#Sample area:	0.25 cm²
#Comment:	  
#Resolution of the measurement unit:	10 (higher better/slower)
#wait_duration:	1 min
#point_rate:	2 1/s
#point_spacing:	0 linear
#setpoint:	Inf W
##Sample holder climate : temperature:	[34.779,36.886] °C
##Sample holder climate : relative humidity:	[31.739,30.744] %
##IR temperature [0]:	[44.35,46.49] °C
##Stage temperature:	[51.4341,54.4878] °C
##Light intensity:	[100,100] %
#Power:	-0.144086 mW
#Current:	-0.414219 mA
#Voltage:	0.347851 V
#
#time (s),Voltage (V),current (mA),Power (mW),PCE (%)
1.10255,0.546357,0.393584,0.215037,0.860149
1.63487,0.520167,0.184476,0.0959584,0.383834
2.14794,0.380055,-0.375742,-0.142803,0.571211
2.67891,0.335388,-0.438048,-0.146916,0.587665
3.19546,0.284748,-0.479851,-0.136637,0.546546
3.71821,0.312664,-0.459109,-0.143547,0.574188
4.23606,0.340134,-0.432318,-0.147046,0.588184
4.76529,0.370928,-0.389917,-0.144631,0.578524
5.28828,0.357909,-0.409891,-0.146703,0.586814
5.81485,0.335529,-0.437148,-0.146676,0.586703
6.33655,0.344689,-0.426299,-0.14694,0.587761
6.86844,0.358106,-0.40939,-0.146605,0.58642
7.39285,0.353093,-0.415816,-0.146822,0.587287
7.92096,0.344221,-0.426785,-0.146908,0.587634
8.44564,0.335291,-0.436968,-0.146511,0.586046
8.97984,0.339773,-0.432355,-0.146902,0.587609
9.51493,0.344346,-0.426711,-0.146936,0.587744
10.043,0.353059,-0.415409,-0.146664,0.586656
10.5635,0.349062,-0.420537,-0.146793,0.587174
11.0899,0.344441,-0.426057,-0.146752,0.587006
11.6131,0.349138,-0.420142,-0.146688,0.58675
12.1429,0.348963,-0.42047,-0.146728,0.586914
12.654,0.34894,-0.420011,-0.146559,0.586235
13.1784,0.348877,-0.420396,-0.146666,0.586665
13.7043,0.34876,-0.42047,-0.146643,0.586572
14.2261,0.348883,-0.420076,-0.146557,0.58623
14.7494,0.3487,-0.420039,-0.146467,0.585869
15.2811,0.348509,-0.420105,-0.14641,0.585642
15.8047,0.34864,-0.420248,-0.146515,0.586061
16.3311,0.348793,-0.42014,-0.146542,0.586166
16.8528,0.348803,-0.419999,-0.146497,0.585988
17.3712,0.348728,-0.419992,-0.146463,0.585852
17.8937,0.348604,-0.419582,-0.146268,0.585072
18.427,0.348284,-0.419686,-0.14617,0.58468
18.9544,0.348835,-0.419523,-0.146344,0.585377
19.4761,0.348751,-0.419945,-0.146456,0.585824
20.002,0.348754,-0.419666,-0.14636,0.585442
20.521,0.34885,-0.419464,-0.14633,0.585319
21.0544,0.348948,-0.419143,-0.146259,0.585037
21.5858,0.348935,-0.418579,-0.146057,0.584227
22.1134,0.348547,-0.419188,-0.146106,0.584426
22.6406,0.348819,-0.418882,-0.146114,0.584456
23.1488,0.348552,-0.419289,-0.146144,0.584576
23.6731,0.348679,-0.419119,-0.146138,0.584552
24.1899,0.348642,-0.418515,-0.145912,0.583647
24.7203,0.348645,-0.418643,-0.145958,0.583832
25.2457,0.348537,-0.418855,-0.145987,0.583946
25.7795,0.348866,-0.418135,-0.145873,0.583492
26.2986,0.348823,-0.418342,-0.145927,0.583709
26.8312,0.348563,-0.418497,-0.145873,0.58349
27.3588,0.348585,-0.418268,-0.145802,0.583208
27.8827,0.348785,-0.418014,-0.145797,0.583188
28.404,0.348855,-0.418135,-0.145868,0.583474
28.934,0.348439,-0.417837,-0.14559,0.582362
29.4604,0.34898,-0.417676,-0.145761,0.583042
29.9799,0.348741,-0.417972,-0.145764,0.583056
30.5029,0.348632,-0.417711,-0.145627,0.582509
31.0242,0.348547,-0.417741,-0.145602,0.582409
31.552,0.348548,-0.418054,-0.145712,0.582848
32.0816,0.348291,-0.418416,-0.14573,0.582922
32.6141,0.348204,-0.417398,-0.14534,0.581359
33.1398,0.348656,-0.417768,-0.145657,0.582629
33.6517,0.348487,-0.417144,-0.145369,0.581476
34.1837,0.348456,-0.417119,-0.145348,0.58139
34.715,0.348407,-0.416919,-0.145258,0.581031
35.2401,0.348698,-0.416959,-0.145393,0.581572
35.7691,0.34876,-0.417326,-0.145547,0.582188
36.2928,0.348496,-0.417077,-0.14535,0.581399
36.8239,0.348568,-0.417358,-0.145478,0.58191
37.3521,0.348452,-0.417114,-0.145344,0.581376
37.8825,0.348734,-0.416956,-0.145407,0.581627
38.4081,0.348478,-0.417058,-0.145335,0.581341
38.9333,0.348832,-0.41631,-0.145222,0.58089
39.4592,0.348591,-0.416584,-0.145218,0.58087
39.9787,0.348104,-0.416594,-0.145018,0.580072
40.4966,0.348451,-0.41671,-0.145203,0.580812
41.0307,0.348622,-0.416466,-0.145189,0.580757
41.5551,0.348053,-0.417267,-0.145231,0.580924
42.0781,0.348275,-0.41635,-0.145004,0.580017
42.6105,0.348488,-0.416305,-0.145077,0.580309
43.1333,0.348177,-0.416224,-0.14492,0.579679
43.6545,0.348257,-0.416305,-0.144981,0.579925
44.1627,0.348231,-0.41583,-0.144805,0.579219
44.6878,0.348246,-0.416167,-0.144928,0.579714
45.2054,0.348273,-0.416384,-0.145015,0.580061
45.7391,0.348018,-0.41582,-0.144713,0.578851
46.2669,0.348281,-0.41581,-0.144819,0.579274
46.7955,0.348099,-0.416133,-0.144855,0.579422
47.3244,0.348201,-0.415526,-0.144687,0.578747
47.841,0.348223,-0.415124,-0.144556,0.578224
48.3705,0.348255,-0.415324,-0.144639,0.578554
48.8913,0.348338,-0.415314,-0.14467,0.578678
49.418,0.348115,-0.415297,-0.144571,0.578285
49.9386,0.3484,-0.415403,-0.144726,0.578905
50.4594,0.347967,-0.415191,-0.144473,0.577892
50.9898,0.348203,-0.414949,-0.144487,0.577946
51.513,0.348044,-0.415664,-0.144669,0.578678
52.0379,0.348576,-0.41494,-0.144638,0.578551
52.574,0.348198,-0.414811,-0.144436,0.577745
53.0968,0.348248,-0.41523,-0.144603,0.578412
53.6175,0.348014,-0.414718,-0.144328,0.577311
