#ID:	4
#type:	Stressing
#start_time:	16/04/2025 17.41.05
#
# Parameters
#Sample area:	0.25 cm²
#Comment:	  
#Resolution of the measurement unit:	10 (higher better/slower)
#wait_duration:	1 min
#point_rate:	2 1/s
#point_spacing:	0 linear
#setpoint:	Inf W
##Sample holder climate : temperature:	[34.779,36.886] °C
##Sample holder climate : relative humidity:	[31.739,30.744] %
##IR temperature [0]:	[44.35,46.49] °C
##Stage temperature:	[51.4341,54.4878] °C
##Light intensity:	[100,100] %
#Power:	-0.144086 mW
#Current:	-0.414219 mA
#Voltage:	0.347851 V
#
#time (s),Voltage (V),current (mA),Power (mW),PCE (%)
54.1394,0.348209,-0.414727,-0.144412,0.577647
54.6522,0.347973,-0.414456,-0.14422,0.576878
55.1555,0.347973,-0.415218,-0.144485,0.577938
55.658,0.348085,-0.414397,-0.144245,0.576982
56.1769,0.347744,-0.414616,-0.14418,0.576721
56.7043,0.348,-0.414873,-0.144376,0.577504
57.231,0.348093,-0.414493,-0.144282,0.577128
57.7471,0.347902,-0.414491,-0.144202,0.576809
58.273,0.34783,-0.414491,-0.144172,0.576689
58.7938,0.347822,-0.414671,-0.144232,0.576927
59.3073,0.348084,-0.414461,-0.144267,0.57707
59.8386,0.347939,-0.414338,-0.144164,0.576657
60.3666,0.347643,-0.414619,-0.144139,0.576557
60.8968,0.348025,-0.413988,-0.144078,0.576312
61.4198,0.347885,-0.414049,-0.144041,0.576166
