#ID:	3
#type:	Perform parallel JV
#start_time:	16/04/2025 16.48.02
#
# Parameters
#Sample area:	0.25 cm²
#Comment:	  
#Resolution of the measurement unit:	10 (higher better/slower)
#start_voltage:	-0.2 V
#stop_voltage:	1.4 V
#Scan rate:	10 mV/s
#settling_time:	10 ms
#direction:	3 0=forward,1=backward,2=for- & backward,3=back- & forward
##Sample holder climate : temperature:	[21.627,35.187] °C
##Sample holder climate : relative humidity:	[38.428,33.845] %
##IR temperature [0]:	[23.33,46.49] °C
##Stage temperature:	[21.4165,53.7755] °C
##Light intensity:	[100,100] %
#
#voltage (V),current (mA)
1.40375,-0.0012412
1.38429,-0.00109226
1.37932,-0.000948427
1.3694,-0.00110767
1.36968,-0.000897469
1.3405,-0.000954646
1.34051,-0.000880675
1.33078,-0.000932454
1.31598,-0.0012446
1.31131,-0.000882141
1.29666,-0.00101675
1.29192,-0.000804705
1.27732,-0.000820964
1.27245,-0.00107493
1.2583,-0.000960508
1.24891,-0.000683352
1.23949,-0.00104827
1.22993,-0.00101375
1.21612,-0.000709474
1.21113,-0.00112371
1.19701,-0.000787376
1.19228,-0.000814499
1.17776,-0.000892401
1.16831,-0.000699077
1.15904,-0.00105907
1.14938,-0.000891401
1.13985,-0.00079917
1.13034,-0.000915057
1.12084,-0.000960905
1.10693,-0.000883469
1.10208,-0.00117442
1.08739,-0.00100082
1.07784,-0.00101808
1.07327,-0.00115369
1.05482,-0.000948043
1.0496,-0.00119708
1.04015,-0.00101115
1.03068,-0.000789239
1.01664,-0.000820293
1.01146,-0.000943577
0.997766,-0.000784773
0.988518,-0.00057419
0.979154,-0.000786239
0.968868,-0.000817293
0.959005,-0.000837018
0.949859,-0.000925783
0.939854,-0.000887798
0.924834,-0.000785705
0.919884,-0.00118515
0.910568,-0.000884332
0.895915,-0.000720597
0.891074,-0.000666352
0.876981,-0.000860141
0.866962,-0.000610107
0.862346,-0.000799964
0.847238,-0.0010332
0.837795,-0.000885263
0.828181,-0.000561259
0.818288,-0.000775773
0.808283,-0.00083395
0.798552,-0.00108298
0.788859,-0.000968562
0.779122,-0.000823087
0.764772,-0.00090592
0.759444,-0.000881263
0.749629,-0.000449769
0.739679,-0.000621367
0.725554,-0.000657352
0.72075,-0.000943371
0.71097,-0.000987753
0.696201,-0.000722925
0.686284,-0.000946302
0.686136,-0.000800827
0.661802,-0.00109324
0.657279,-0.000856538
0.647816,-0.00077417
0.638295,-0.000544862
0.628904,-0.00100988
0.619063,-0.000309622
0.60516,-0.000833812
0.600543,-0.000717925
0.586249,-0.000776102
0.576727,-0.000887057
0.567033,-0.000890989
0.557526,-0.000905783
0.548243,-0.000840675
0.533948,-0.000776567
0.52902,-0.000639955
0.51459,-0.000817484
0.509836,-0.0010394
0.495618,-0.000863332
0.486267,-0.000911645
0.476892,-0.000768636
0.467204,-0.000624626
0.458107,-0.000802156
0.448648,-0.000650749
0.439091,-0.000650749
0.425007,-0.000528931
0.41513,-0.000511671
0.410521,-0.000760705
0.396124,-0.000648749
0.386911,-0.000716788
0.372822,-0.000729116
0.368127,-0.000557984
0.357617,-0.000957425
0.347464,-0.000566847
0.337195,-0.00102793
0.322337,-0.000800087
0.31705,-0.000911043
0.306952,-0.000641283
0.296421,-0.000596901
0.286607,-0.000509602
0.276389,-0.000516999
0.265908,-0.000545587
0.260863,-0.000659009
0.240637,-0.000640749
0.240503,-0.000586504
0.225691,-0.000550984
0.215699,-0.000578107
0.205144,-0.000473548
0.199746,-0.000456288
0.184466,-0.000270362
0.179028,-0.000711719
0.164105,-0.00078469
0.158932,-0.000498671
0.143343,-0.000689994
0.138411,-0.000611092
0.123148,-0.000361058
0.11776,-0.000654474
