#ID:	4
#type:	Stressing
#start_time:	16/04/2025 16.53.28
#
# Parameters
#Sample area:	0.25 cm²
#Comment:	  
#Resolution of the measurement unit:	10 (higher better/slower)
#wait_duration:	1 min
#point_rate:	2 1/s
#point_spacing:	0 linear
#setpoint:	Inf W
##Sample holder climate : temperature:	[35.187,37.027] °C
##Sample holder climate : relative humidity:	[33.845,32.81] %
##IR temperature [0]:	[46.49,48.25] °C
##Stage temperature:	[53.7755,55.5825] °C
##Light intensity:	[100,100] %
#Power:	-0.00126421 mW
#Current:	-0.000922126 mA
#Voltage:	1.37098 V
#
#time (s),Voltage (V),current (mA),Power (mW),PCE (%)
2.05279,1.45343,-0.000346691,-0.000503891,0.00201556
3.08009,1.40487,-0.000649435,-0.000912374,0.0036495
4.10901,1.35604,-0.000933454,-0.0012658,0.00506321
5.13084,1.30726,-0.00062471,-0.000816659,0.00326664
6.14421,1.3317,-0.000865881,-0.0011531,0.00461238
7.15725,1.36057,-0.000876744,-0.00119287,0.00477148
8.19622,1.39472,-0.000841758,-0.00117401,0.00469605
9.2248,1.38047,-0.000712543,-0.000983642,0.00393457
10.249,1.3852,-0.000658298,-0.000911872,0.00364749
11.2748,1.38494,-0.000697749,-0.000966338,0.00386535
12.3119,1.37561,-0.000870347,-0.00119725,0.00478902
13.3364,1.3711,-0.000897469,-0.00123052,0.00492209
14.3673,1.36581,-0.000750994,-0.00102572,0.00410287
15.391,1.36593,-0.000654832,-0.000894458,0.00357783
16.4147,1.36622,-0.00091866,-0.00125509,0.00502036
17.432,1.37094,-0.000848155,-0.00116277,0.00465108
18.4553,1.37125,-0.000890072,-0.00122051,0.00488203
19.4605,1.37118,-0.000769254,-0.00105479,0.00421914
20.4647,1.37069,-0.00104541,-0.00143294,0.00573174
21.4896,1.37086,-0.000727337,-0.000997076,0.0039883
22.511,1.37091,-0.000658298,-0.000902467,0.00360987
23.5312,1.37092,-0.000867881,-0.0011898,0.00475918
24.5495,1.37082,-0.000904866,-0.00124041,0.00496164
25.5824,1.37097,-0.00082843,-0.00113575,0.004543
26.6111,1.37072,-0.000784048,-0.00107471,0.00429885
27.6236,1.37102,-0.000944317,-0.00129467,0.0051787
28.645,1.3709,-0.000939386,-0.0012878,0.00515121
29.6654,1.37088,-0.000604053,-0.000828083,0.00331233
30.6345,1.37082,-0.0007372,-0.00101057,0.00404226
31.6022,1.3708,-0.000530083,-0.000726635,0.00290654
32.5742,1.37081,-0.000650901,-0.00089226,0.00356904
33.5981,1.37077,-0.000665695,-0.000912515,0.00365006
34.6042,1.37103,-0.000897469,-0.00123046,0.00492184
35.619,1.37053,-0.000934454,-0.00128069,0.00512277
36.6383,1.37066,-0.000853087,-0.00116929,0.00467717
37.6496,1.37061,-0.000946783,-0.00129767,0.00519068
38.6612,1.37091,-0.000747063,-0.00102415,0.00409661
39.6768,1.37073,-0.000998562,-0.00136876,0.00547505
40.6879,1.37069,-0.000650901,-0.000892184,0.00356874
41.7002,1.37085,-0.000483235,-0.000662444,0.00264978
42.7119,1.37062,-0.000663229,-0.000909038,0.00363615
43.737,1.37084,-0.00075446,-0.00103424,0.00413696
44.7535,1.37098,-0.000882675,-0.00121013,0.00484052
45.7729,1.37055,-0.000678023,-0.000929266,0.00371706
46.7899,1.37068,-0.000818567,-0.00112199,0.00448797
47.812,1.37063,-0.000747063,-0.00102395,0.00409579
48.8295,1.37091,-0.000705146,-0.00096669,0.00386676
49.849,1.37073,-0.000756925,-0.00103754,0.00415015
50.882,1.37092,-0.000626244,-0.000858533,0.00343413
51.9076,1.37077,-0.000993631,-0.00136204,0.00544817
52.9326,1.37078,-0.000623778,-0.000855061,0.00342024
53.9571,1.37095,-0.00064597,-0.000885593,0.00354237
54.9839,1.37085,-0.000626244,-0.000858484,0.00343394
56.0097,1.37123,-0.000724871,-0.000993962,0.00397585
57.0467,1.37084,-0.000850621,-0.00116607,0.00466427
58.0777,1.37078,-0.000929523,-0.00127417,0.00509667
59.0982,1.37119,-0.00082843,-0.00113593,0.00454373
60.1171,1.37102,-0.00103555,-0.00141976,0.00567902
61.1377,1.37092,-0.000897469,-0.00123036,0.00492145
62.1638,1.37099,-0.000833361,-0.00114253,0.00457013
