#ID:	4
#type:	Stressing
#start_time:	16/04/2025 17.41.05
#
# Parameters
#Sample area:	0.25 cm²
#Comment:	  
#Resolution of the measurement unit:	10 (higher better/slower)
#wait_duration:	1 min
#point_rate:	2 1/s
#point_spacing:	0 linear
#setpoint:	Inf W
##Sample holder climate : temperature:	[34.779,36.886] °C
##Sample holder climate : relative humidity:	[31.739,30.744] %
##IR temperature [0]:	[44.35,46.49] °C
##Stage temperature:	[51.4341,54.4878] °C
##Light intensity:	[100,100] %
#Power:	-0.148773 mW
#Current:	-0.429563 mA
#Voltage:	0.346336 V
#
#time (s),Voltage (V),current (mA),Power (mW),PCE (%)
38.9333,0.346538,-0.432313,-0.149813,0.599251
39.4592,0.346577,-0.432451,-0.149877,0.599509
39.9787,0.346293,-0.432646,-0.149822,0.599289
40.4966,0.346511,-0.432601,-0.149901,0.599603
41.0307,0.346305,-0.431839,-0.149548,0.598192
41.5551,0.346719,-0.431765,-0.149701,0.598805
42.0781,0.346517,-0.432241,-0.149779,0.599116
42.6105,0.346405,-0.431926,-0.149621,0.598485
43.1333,0.346412,-0.432276,-0.149746,0.598982
43.6545,0.346275,-0.431728,-0.149497,0.597987
44.1627,0.346451,-0.432041,-0.149681,0.598725
44.6878,0.346286,-0.431824,-0.149535,0.598139
45.2054,0.346549,-0.431511,-0.14954,0.598159
45.7391,0.34637,-0.431317,-0.149395,0.597581
46.2669,0.346458,-0.431307,-0.14943,0.597718
46.7955,0.346515,-0.431408,-0.149489,0.597957
47.3244,0.346434,-0.431331,-0.149428,0.597712
47.841,0.346389,-0.431127,-0.149338,0.59735
48.3705,0.346474,-0.431154,-0.149384,0.597535
48.8913,0.346383,-0.431045,-0.149307,0.597227
49.418,0.346296,-0.431287,-0.149353,0.597411
49.9386,0.346494,-0.430925,-0.149313,0.597251
50.4594,0.346506,-0.430885,-0.149304,0.597217
50.9898,0.346668,-0.430631,-0.149286,0.597144
51.513,0.34626,-0.431063,-0.14926,0.59704
52.0379,0.346425,-0.430412,-0.149105,0.596421
52.574,0.346436,-0.430604,-0.149177,0.596706
53.0968,0.346469,-0.430419,-0.149127,0.596507
53.6175,0.346585,-0.430375,-0.149161,0.596646
54.1394,0.346281,-0.43073,-0.149153,0.596614
54.6522,0.346209,-0.430532,-0.149054,0.596217
55.1555,0.346701,-0.430049,-0.149098,0.596394
55.658,0.346318,-0.429943,-0.148897,0.595588
56.1769,0.346462,-0.430187,-0.149044,0.596175
56.7043,0.346588,-0.429655,-0.148913,0.595653
57.231,0.34658,-0.42962,-0.148898,0.595591
57.7471,0.346227,-0.429963,-0.148865,0.59546
58.273,0.346828,-0.429433,-0.148939,0.595758
58.7938,0.346282,-0.429884,-0.148861,0.595445
59.3073,0.346374,-0.429884,-0.1489,0.595602
59.8386,0.346608,-0.429859,-0.148993,0.59597
60.3666,0.346393,-0.42929,-0.148703,0.594812
60.8968,0.346298,-0.429756,-0.148823,0.595294
61.4198,0.346316,-0.429645,-0.148793,0.595171
