#ID:	4
#type:	Stressing
#start_time:	16/04/2025 17.48.52
#
# Parameters
#Sample area:	0.25 cm²
#Comment:	  
#Resolution of the measurement unit:	10 (higher better/slower)
#wait_duration:	1 min
#point_rate:	2 1/s
#point_spacing:	0 linear
#setpoint:	Inf W
##Sample holder climate : temperature:	[29.964,29.099] °C
##Sample holder climate : relative humidity:	[32.155,32.667] %
##IR temperature [0]:	[31.53,29.85] °C
##Stage temperature:	[30.2538,29.3448] °C
##Light intensity:	[0,0] %
#Power:	-0.000567225 mW
#Current:	0.000377457 mA
#Voltage:	-1.50275 V
#
#time (s),Voltage (V),current (mA),Power (mW),PCE (%)
1.15087,0.996248,-0.000303965,-0.000302825,Inf
1.67603,0.947806,-0.000180147,-0.000170744,Inf
2.18901,0.899907,6.10243E-5,5.49162E-5,Inf
2.70938,0.691903,-0.000291431,-0.000201642,Inf
3.2313,0.642295,-4.43284E-5,-2.84719E-5,Inf
3.75882,0.671946,-0.000344676,-0.000231604,Inf
4.28574,0.701678,-8.67793E-5,-6.08911E-5,Inf
4.81664,0.681971,-1.18089E-5,-8.0533E-6,Inf
5.34152,0.691634,-5.71911E-5,-3.95553E-5,Inf
5.86339,0.701566,-2.7603E-5,-1.93653E-5,Inf
6.39095,0.696747,-7.44509E-5,-5.18734E-5,Inf
6.92545,0.691752,-0.000170613,-0.000118022,Inf
7.44264,0.681834,0.000234759,0.000160067,Inf
7.97502,0.48765,-0.000189201,-9.22637E-5,Inf
8.49738,0.534861,-0.000214392,-0.00011467,Inf
9.02466,0.58351,6.71616E-5,3.91895E-5,Inf
9.55579,0.387634,-0.000189132,-7.33139E-5,Inf
10.0928,0.340419,1.50539E-5,5.12462E-6,Inf
10.6212,0.136905,2.86273E-6,3.91921E-7,Inf
11.1508,-0.0718615,-4.77793E-5,3.43349E-6,Inf
11.6736,0.136703,5.95734E-5,8.14386E-6,Inf
12.2051,-0.0715819,0.000378784,-2.71141E-5,Inf
12.72,-0.265643,0.000190529,-5.06126E-5,Inf
13.2561,-0.464999,0.000173407,-8.06339E-5,Inf
13.7852,-0.667896,1.08089E-5,-7.21919E-6,Inf
14.3172,-0.864036,9.47793E-5,-8.18928E-5,Inf
14.8409,-1.06224,5.79314E-5,-6.15368E-5,Inf
15.3633,-1.26822,0.000169024,-0.00021436,Inf
15.8944,-1.45971,0.000551342,-0.000804801,Inf
16.4212,-1.66167,0.000139711,-0.000232152,Inf
16.9559,-1.5602,0.000650038,-0.00101419,Inf
17.4849,-1.51215,0.000423661,-0.00064064,Inf
18.0221,-1.48872,0.00039947,-0.000594699,Inf
18.5537,-1.51244,0.000485303,-0.000733992,Inf
19.0765,-1.49798,0.000195818,-0.000293331,Inf
19.6041,-1.51234,0.000280652,-0.00042444,Inf
20.1267,-1.50738,0.000348691,-0.000525608,Inf
20.6491,-1.50286,0.000499097,-0.000750075,Inf
21.1811,-1.4979,0.000405401,-0.00060725,Inf
21.7117,-1.50285,0.000363485,-0.000546261,Inf
22.2392,-1.50286,0.000176093,-0.000264643,Inf
22.7605,-1.49795,0.000171162,-0.000256391,Inf
23.2898,-1.50289,0.000299377,-0.00044993,Inf
23.8281,-1.49774,0.000437455,-0.000655196,Inf
24.3501,-1.50248,0.000437455,-0.000657266,Inf
24.8797,-1.50279,0.000570602,-0.000857495,Inf
25.4113,-1.50249,0.000375813,-0.000564654,Inf
25.9404,-1.50275,0.000481838,-0.00072408,Inf
26.468,-1.49766,0.00036595,-0.000548068,Inf
26.9906,-1.50271,0.000259926,-0.000390594,Inf
27.5258,-1.49817,0.00065197,-0.000976761,Inf
28.0528,-1.50283,0.000279652,-0.000420268,Inf
28.5853,-1.50285,0.0003265,-0.000490681,Inf
29.1054,-1.50289,0.000533617,-0.000801968,Inf
29.6304,-1.50277,0.00070868,-0.00106498,Inf
30.1537,-1.50277,0.000560739,-0.00084266,Inf
30.6828,-1.4981,0.000348691,-0.000522374,Inf
31.2171,-1.50277,0.000523754,-0.000787081,Inf
31.7488,-1.49809,0.000452249,-0.000677511,Inf
32.2793,-1.50254,0.000550877,-0.000827712,Inf
32.7985,-1.49775,0.000592793,-0.000887854,Inf
33.3293,-1.50299,0.000550877,-0.00082796,Inf
33.8557,-1.50268,0.000467043,-0.000701816,Inf
34.3894,-1.50267,0.000447318,-0.000672173,Inf
34.9048,-1.49773,0.000533617,-0.000799214,Inf
35.4417,-1.50278,0.000432524,-0.000649987,Inf
35.974,-1.49784,0.000545945,-0.000817736,Inf
36.5021,-1.50265,0.000560739,-0.000842597,Inf
37.0365,-1.49793,0.000252529,-0.00037827,Inf
37.5603,-1.50281,0.000235269,-0.000353565,Inf
38.0933,-1.49795,0.000536083,-0.000803024,Inf
38.6234,-1.50266,0.000545945,-0.000820371,Inf
39.157,-1.50279,0.000296911,-0.000446196,Inf
39.6853,-1.49793,0.000632244,-0.000947057,Inf
40.2168,-1.50275,0.000629778,-0.000946402,Inf
40.7491,-1.50324,0.000501563,-0.000753969,Inf
41.271,-1.49806,0.000664298,-0.00099516,Inf
41.7939,-1.50286,0.000316637,-0.000475862,Inf
42.326,-1.49833,0.000412798,-0.000618507,Inf
42.8495,-1.5029,0.00036595,-0.000549988,Inf
43.3798,-1.49792,0.000289514,-0.000433668,Inf
43.9042,-1.50299,0.000528685,-0.00079461,Inf
44.4374,-1.50275,0.00060019,-0.000901936,Inf
44.9592,-1.49783,0.000469509,-0.000703246,Inf
45.4909,-1.50277,0.000415264,-0.000624048,Inf
46.0209,-1.49823,0.000279652,-0.000418983,Inf
46.5508,-1.50285,0.000504029,-0.000757478,Inf
47.0855,-1.49769,0.000346225,-0.000518539,Inf
47.6185,-1.5027,0.000471975,-0.000709234,Inf
48.147,-1.50302,0.00040047,-0.000601915,Inf
48.6823,-1.49791,0.000449784,-0.000673735,Inf
49.2073,-1.50323,0.000792513,-0.00119133,Inf
49.7374,-1.49797,0.000420195,-0.000629439,Inf
50.2637,-1.50289,9.47255E-5,-0.000142362,Inf
50.7964,-1.4978,0.000227872,-0.000341308,Inf
51.3232,-1.50267,0.000264858,-0.000397993,Inf
51.8583,-1.49783,0.000405401,-0.000607222,Inf
52.391,-1.50281,0.000513891,-0.000772282,Inf
52.9055,-1.49798,0.000619916,-0.000928618,Inf
53.4286,-1.50274,0.000282117,-0.00042395,Inf
53.9531,-1.50263,8.48627E-5,-0.000127517,Inf
54.4843,-1.49812,0.000346225,-0.000518688,Inf
55.0037,-1.50279,0.000449784,-0.000675932,Inf
55.5342,-1.5029,0.000570602,-0.000857561,Inf
56.0658,-1.49808,0.000462112,-0.000692281,Inf
56.5941,-1.50318,0.000289514,-0.000435192,Inf
57.1262,-1.50267,0.000412798,-0.000620301,Inf
57.6579,-1.50299,0.000471975,-0.000709372,Inf
58.1885,-1.503,0.000528685,-0.000794614,Inf
58.7216,-1.50281,0.000471975,-0.00070929,Inf
59.2502,-1.503,0.000287049,-0.000431435,Inf
59.7779,-1.50303,0.000582931,-0.00087616,Inf
60.2822,-1.50288,0.000225407,-0.000338759,Inf
60.8018,-1.50273,0.000370882,-0.000557337,Inf
61.3322,-1.50264,0.000536083,-0.000805542,Inf
