#ID:	1
#type:	Perform parallel JV
#start_time:	16/04/2025 16.42.39
#
# Parameters
#Sample area:	0.25 cm²
#Comment:	  
#Resolution of the measurement unit:	10 (higher better/slower)
#start_voltage:	-0.2 V
#stop_voltage:	1.4 V
#Scan rate:	10 mV/s
#settling_time:	10 ms
#direction:	3 0=forward,1=backward,2=for- & backward,3=back- & forward
##Sample holder climate : temperature:	[21.486,21.627] °C
##Sample holder climate : relative humidity:	[38.921,38.428] %
##IR temperature [0]:	[21.33,23.33] °C
##Stage temperature:	[21.3819,21.4165] °C
##Light intensity:	[0,0] %
#
#voltage (V),current (mA)
1.10528,50.0669
1.10405,50.0318
1.10333,50.0373
1.10283,50.0426
1.10225,50.0035
1.10193,50.0029
1.10173,50.0055
1.10149,50.0081
1.1013,50.0099
1.10117,50.0079
1.10104,50.0127
1.10093,50.0116
1.10082,50.012
1.10074,50.0145
1.10062,50.0156
1.10053,50.0143
1.10044,50.0125
1.10034,50.0139
1.10027,50.0167
1.10021,50.0183
1.10013,50.0133
1.10005,50.0151
1.09997,50.0168
1.09993,50.016
1.09984,50.0161
1.0998,50.0125
1.09971,50.0171
1.09965,50.0169
1.09959,50.0184
1.09954,50.0182
1.09952,50.0164
1.09947,50.0181
1.09937,50.0192
1.09934,50.019
1.09927,50.0183
1.09921,50.0181
1.09916,50.0183
1.09916,50.0187
1.09909,50.0169
1.09904,50.0187
1.09902,50.0222
1.09895,50.0182
1.0989,50.0182
1.09884,50.0187
1.0988,50.0207
1.09875,50.0199
1.09871,50.0184
1.0987,50.0173
1.09866,50.0177
1.09861,50.0199
1.09861,50.0189
1.09853,50.0197
1.09849,50.018
1.09845,50.0166
1.0984,50.0165
1.09834,50.017
1.09831,50.0185
1.09831,50.0177
1.09828,50.0205
1.09826,50.0176
1.09788,49.9253
1.09745,49.8374
1.09677,49.6574
1.09609,49.4761
1.09506,49.2067
1.09399,48.9335
1.09279,48.6121
1.09137,48.244
1.08982,47.8369
1.08824,47.4254
1.08647,46.9666
1.08455,46.4706
1.08245,45.9248
1.0768,44.4916
1.07093,43.0238
1.06499,41.557
1.05905,40.1035
1.05245,38.5336
1.04611,37.0446
1.03984,35.6067
1.03366,34.2153
1.02707,32.7741
1.02057,31.3865
1.014,30.0174
1.00741,28.6774
1.00048,27.316
0.993358,25.9588
0.986247,24.6453
0.979136,23.3755
0.971519,22.0577
0.96387,20.79
0.956358,19.5902
0.948489,18.4029
0.94025,17.2039
0.93161,16.0129
0.922877,14.8729
0.914051,13.7834
0.905233,12.7517
0.896183,11.7676
0.888865,11.0065
0.884003,10.5174
0.883267,10.4271
0.882466,10.3404
0.881628,10.2503
0.879871,10.0718
0.877501,9.8521
0.875125,9.62988
0.872688,9.41227
0.869194,9.10222
0.866237,8.85182
0.862719,8.56478
0.859098,8.27398
0.854874,7.95115
0.850481,7.62245
0.845947,7.29856
0.841279,6.97531
0.836431,6.66049
0.831201,6.33423
0.825721,6.00625
0.820069,5.68486
0.814038,5.36742
0.807727,5.04929
0.801091,4.73486
0.794968,4.46141
0.788502,4.19105
0.781785,3.92856
0.774907,3.67219
0.768673,3.45634
0.76209,3.24317
0.756418,3.0703
0.750428,2.89744
0.742972,2.69288
0.736446,2.52723
0.730952,2.39685
0.723833,2.23525
0.717884,2.10682
0.711797,1.98221
0.706945,1.89016
0.700338,1.76996
0.694966,1.67512
0.687672,1.55566
0.681853,1.46488
0.676021,1.37889
0.672091,1.3218
0.66576,1.2353
0.659382,1.15408
0.654897,1.09969
0.6481,1.02061
0.643557,0.968502
0.636446,0.892378
0.634044,0.866599
0.626625,0.794366
0.621682,0.748589
0.616217,0.702205
0.610925,0.6573
0.605582,0.613355
0.600012,0.570987
0.594147,0.529533
0.588376,0.48936
0.585374,0.470276
0.57914,0.430735
0.572965,0.395515
0.566747,0.360524
0.563424,0.344304
0.556868,0.312202
0.55341,0.296695
0.546629,0.267039
0.539779,0.239451
0.536384,0.226249
0.532438,0.212043
0.525496,0.19005
0.521666,0.178712
0.514137,0.157389
0.510404,0.147626
0.502598,0.128502
0.498545,0.119824
0.494812,0.111365
0.490677,0.104068
0.482218,0.0895426
0.478269,0.0828761
0.473636,0.0766953
0.469461,0.0707266
0.461155,0.0606613
0.456795,0.0554272
0.452397,0.0507898
0.447833,0.0468067
0.438959,0.0397335
0.439067,0.0395732
0.429491,0.0330325
0.42997,0.032712
0.420856,0.0272397
0.4159,0.0251984
0.411342,0.022876
0.402137,0.0186808
0.402377,0.018809
0.392643,0.0154635
0.393003,0.0154018
0.383226,0.0125676
0.379183,0.0115248
0.374071,0.0103093
0.369272,0.0094351
0.364701,0.00842675
0.359595,0.00769206
0.354946,0.00705351
0.345671,0.00528668
0.345431,0.00565407
0.335699,0.00416233
0.335928,0.00433
0.326132,0.00332007
0.326321,0.00314254
0.316512,0.00261488
0.311445,0.00205271
0.306865,0.001817
0.301844,0.00160988
0.296839,0.00141016
0.292561,0.00127455
0.287761,0.000851454
0.282774,0.000681322
0.278351,0.000974738
0.267913,0.000588626
0.268155,0.000623146
0.258505,0.000371646
0.258487,0.000369181
0.248965,0.000360318
0.249124,0.000412097
0.237927,-0.000177201
0.233159,0.00027895
0.232946,0.000135941
0.223485,0.000287348
0.218273,-4.30539E-5
0.218191,0.000351455
0.207738,-0.000202323
0.207383,-5.06864E-6
0.197672,-0.0002615
0.192543,-1.7397E-5
0.187419,-0.000309813
0.187444,-0.000403509
0.176939,2.30539E-5
0.171864,-0.000258034
0.171657,-0.000156941
0.161336,-4.25195E-5
0.156906,7.58332E-5
0.156558,0.000102956
0.146365,-0.000226446
0.141261,-8.59018E-5
0.13602,3.49166E-5
0.136261,1.51911E-5
0.125378,0.000230705
0.125461,8.02989E-5
0.115593,0.000134544
0.110564,8.27646E-5
0.105591,2.21225E-5
0.105509,-0.000143078
0.0950801,4.67793E-5
0.0901205,-2.71911E-5
0.0847137,-0.000188926
0.0849447,-0.000156872
0.0742559,-0.000228377
0.0695712,1.32598E-5
0.0644664,0.000216446
0.0644514,-0.000121353
0.0540231,0.000167132
0.0492827,-4.8848E-5
0.0490402,7.86273E-6
0.0387372,5.71764E-5
0.0336717,6.70391E-5
0.0339612,-7.59705E-5
0.0238293,-0.0002525
0.0183348,-0.000134147
0.0132354,7.54361E-5
0.0135367,-6.26421E-5
0.00302438,-0.000135613
-0.00173834,-0.000204652
-0.00704144,9.86273E-5
-0.0123812,-9.76273E-5
-0.0176759,0.00018346
-0.0171867,-0.000154338
-0.0276769,7.49705E-5
-0.0327979,0.00012775
-0.0380299,-0.000207583
-0.0382065,0.000159804
-0.0481755,-0.00010649
-0.0527596,1.28627E-5
-0.0583716,-0.000320004
-0.0582328,-0.000290416
-0.068293,-9.56273E-5
-0.0734914,-4.53136E-5
-0.0785834,-3.54509E-5
-0.0830358,-0.000171063
-0.0877482,3.35882E-5
-0.0924041,-1.47255E-5
-0.0971134,-0.000204583
-0.101841,7.15734E-5
-0.10619,4.93823E-5
-0.115864,-3.59166E-5
-0.115637,5.2848E-5
-0.125041,-3.86273E-6
-0.125008,0.000252568
-0.134026,0.000325073
-0.138673,0.000280691
-0.143335,0.000140147
-0.152357,0.00024224
-0.152357,0.000104162
-0.157394,0.000126353
-0.166699,0.000168269
-0.16644,0.000200323
-0.175868,-8.25977E-6
-0.180458,5.09166E-5
-0.185287,-2.30539E-5
-0.18963,-6.99018E-5
-0.194633,0.000224514
-0.199107,1.37272E-7
NaN,NaN
-0.199404,-3.43823E-5
-0.194375,6.67107E-5
-0.189804,0.00020872
-0.184936,0.000107627
-0.180859,-6.49705E-5
-0.175826,-6.25048E-5
-0.171244,8.29705E-5
-0.162009,-9.06273E-5
-0.162191,8.69018E-5
-0.152769,0.000192926
-0.152583,6.71764E-5
-0.143505,-0.000133544
-0.138717,5.3848E-5
-0.133987,-2.25882E-5
-0.128998,-7.53675E-5
-0.124681,-0.000173995
-0.12457,-6.30391E-5
-0.115466,0.000151475
-0.110492,0.00011349
-0.106064,-0.00019472
-0.0968395,7.15734E-5
-0.0970283,2.47255E-5
-0.0873021,-7.49018E-5
-0.0872353,-2.80539E-5
-0.0785945,7.30391E-5
-0.073595,4E-6
-0.0682137,0.000143544
-0.0684107,-0.000149872
-0.0582926,9.17645E-5
-0.0530086,-0.000132613
-0.0479562,-0.000153338
-0.0428896,-0.000264294
-0.0377221,-0.000131147
-0.0329992,0.000191858
-0.0275226,8.48332E-5
-0.0222092,0.000299348
-0.0172182,-0.000146941
-0.0122396,-0.000265294
-0.00722911,0.00012575
-0.00209033,-0.000101093
0.00307408,7.89018E-5
0.00856419,6.41077E-5
0.0134273,0.000176529
0.0185917,1.87255E-5
0.0237668,8.28332E-5
0.0288294,4.09166E-5
0.0337847,5.9642E-5
0.0390808,0.000158269
0.0442886,-3.89852E-5
0.0492091,-4.46568E-6
0.0542677,0.000162201
0.0593877,-2.02598E-5
0.0645192,-0.000109024
0.0746188,-7.55048E-5
0.0745245,2.80539E-5
0.0796605,-0.000142078
0.0850714,-0.000105093
0.0897777,-0.000318142
0.0949714,-0.000291019
0.100425,-0.000125818
0.105468,-0.000155407
0.115488,-0.000104627
0.11574,-4.05195E-5
0.120437,-0.000107093
0.125513,0.000114818
0.130941,-0.000164804
0.136227,-9.82302E-5
0.140869,0.000103956
0.15124,4.13136E-5
0.151445,-4.00539E-5
0.156673,5.36421E-5
0.161371,0.000144872
0.166742,5.36421E-5
0.17717,-0.000112559
0.177255,-7.31077E-5
0.182256,-4.35195E-5
0.187474,0.000166063
0.192477,0.000123147
0.197303,-0.000130818
0.207293,-0.000197392
0.207653,-1.24657E-5
0.212754,0.000122147
0.217773,-0.000161407
0.22293,1.11911E-5
0.22756,0.000272553
0.237854,2.00539E-5
0.238423,0.000523053
0.243221,0.000264156
0.248755,8.9093E-5
0.257888,0.000162063
0.258442,0.000302607
0.268082,0.000684788
0.267993,0.000310004
0.273015,0.000698582
0.282473,0.000885974
0.287632,0.00109802
0.287824,0.000991998
0.297238,0.00159756
0.297281,0.00147674
0.306593,0.00176276
0.311344,0.00208723
0.316428,0.00208969
0.321259,0.00261488
0.326381,0.00289597
0.331183,0.00317606
0.33581,0.00389111
0.345308,0.00473683
0.34524,0.00476396
0.350111,0.00533006
0.359889,0.00702147
0.359773,0.00663933
0.369202,0.00836018
0.373954,0.00929111
0.374114,0.00920482
0.383359,0.0113448
0.388032,0.0126983
0.393068,0.0140779
