#ID:	4
#type:	Stressing
#start_time:	16/04/2025 16.53.28
#
# Parameters
#Sample area:	0.25 cm²
#Comment:	  
#Resolution of the measurement unit:	10 (higher better/slower)
#wait_duration:	1 min
#point_rate:	2 1/s
#point_spacing:	0 linear
#setpoint:	Inf W
##Sample holder climate : temperature:	[35.187,37.027] °C
##Sample holder climate : relative humidity:	[33.845,32.81] %
##IR temperature [0]:	[46.49,48.25] °C
##Stage temperature:	[53.7755,55.5825] °C
##Light intensity:	[100,100] %
#Power:	-0.143097 mW
#Current:	-0.419888 mA
#Voltage:	0.340799 V
#
#time (s),Voltage (V),current (mA),Power (mW),PCE (%)
2.05279,0.473258,-0.00877964,-0.00415503,0.0166201
3.08009,0.440943,-0.164286,-0.0724406,0.289763
4.10901,0.40485,-0.28651,-0.115994,0.463974
5.13084,0.365856,-0.374683,-0.13708,0.548321
6.14421,0.323238,-0.436082,-0.140958,0.563833
7.15725,0.272968,-0.480842,-0.131254,0.525017
8.19622,0.297079,-0.463435,-0.137677,0.550707
9.2248,0.323524,-0.437825,-0.141647,0.566587
10.249,0.35763,-0.392429,-0.140344,0.561377
11.2748,0.340855,-0.417198,-0.142204,0.568816
12.3119,0.323562,-0.438538,-0.141894,0.567576
13.3364,0.33233,-0.428444,-0.142385,0.56954
14.3673,0.34539,-0.411914,-0.142271,0.569084
15.391,0.336731,-0.423567,-0.142628,0.570513
16.4147,0.332266,-0.429095,-0.142574,0.570294
17.432,0.332191,-0.428999,-0.142509,0.570038
18.4553,0.332581,-0.429669,-0.1429,0.571599
19.4605,0.336795,-0.424691,-0.143034,0.572136
20.4647,0.341114,-0.419037,-0.142939,0.571757
21.4896,0.340846,-0.419077,-0.142841,0.571363
22.511,0.341053,-0.41923,-0.14298,0.571918
23.5312,0.341073,-0.419267,-0.143,0.572002
24.5495,0.340671,-0.420019,-0.143088,0.572353
25.5824,0.340792,-0.419844,-0.14308,0.572318
26.6111,0.340934,-0.419713,-0.143095,0.572378
27.6236,0.341112,-0.419886,-0.143228,0.572913
28.645,0.340997,-0.419905,-0.143187,0.572746
29.6654,0.340946,-0.420285,-0.143294,0.573178
30.6345,0.34092,-0.420542,-0.143371,0.573484
31.6022,0.341061,-0.419891,-0.143208,0.572833
32.5742,0.34111,-0.419666,-0.143152,0.572609
33.5981,0.340769,-0.419903,-0.14309,0.572359
34.6042,0.340944,-0.420011,-0.1432,0.572801
35.619,0.340817,-0.420061,-0.143164,0.572655
36.6383,0.340991,-0.420423,-0.14336,0.573441
37.6496,0.341,-0.420369,-0.143346,0.573383
38.6612,0.341125,-0.420071,-0.143297,0.573186
39.6768,0.341146,-0.420149,-0.143332,0.57333
40.6879,0.340824,-0.420517,-0.143322,0.573289
41.7002,0.34126,-0.419646,-0.143209,0.572835
42.7119,0.340966,-0.420307,-0.143311,0.573243
43.737,0.341108,-0.420053,-0.143284,0.573135
44.7535,0.340959,-0.420379,-0.143332,0.573328
45.7729,0.34094,-0.420076,-0.143221,0.572883
46.7899,0.341136,-0.419809,-0.143212,0.572849
47.812,0.340679,-0.420219,-0.14316,0.572638
48.8295,0.340969,-0.42014,-0.143255,0.573019
49.849,0.341132,-0.419439,-0.143084,0.572337
50.882,0.34106,-0.420036,-0.143257,0.573029
51.9076,0.340673,-0.420194,-0.143149,0.572594
52.9326,0.340865,-0.42012,-0.143204,0.572816
53.9571,0.34083,-0.420031,-0.143159,0.572637
54.9839,0.340996,-0.41974,-0.14313,0.572519
56.0097,0.340944,-0.420048,-0.143213,0.572852
57.0467,0.340695,-0.420519,-0.143269,0.573075
58.0777,0.341071,-0.419538,-0.143092,0.572369
59.0982,0.340623,-0.420115,-0.143101,0.572403
60.1171,0.340823,-0.420002,-0.143146,0.572585
61.1377,0.340702,-0.419937,-0.143074,0.572294
62.1638,0.340872,-0.419725,-0.143072,0.57229
