#ID:	4
#type:	Stressing
#start_time:	16/04/2025 17.48.52
#
# Parameters
#Sample area:	0.25 cm²
#Comment:	  
#Resolution of the measurement unit:	10 (higher better/slower)
#wait_duration:	1 min
#point_rate:	2 1/s
#point_spacing:	0 linear
#setpoint:	Inf W
##Sample holder climate : temperature:	[29.964,29.099] °C
##Sample holder climate : relative humidity:	[32.155,32.667] %
##IR temperature [0]:	[31.53,29.85] °C
##Stage temperature:	[30.2538,29.3448] °C
##Light intensity:	[0,0] %
#Power:	-0.00060336 mW
#Current:	0.000402114 mA
#Voltage:	-1.50047 V
#
#time (s),Voltage (V),current (mA),Power (mW),PCE (%)
1.15087,0.156622,-6.47107E-5,-1.01351E-5,Inf
1.67603,0.105254,-0.000101162,-1.06476E-5,Inf
2.18901,0.0543602,-7.93136E-6,-4.3115E-7,Inf
2.70938,0.080223,8.47646E-5,6.80007E-6,Inf
3.2313,-0.124703,-0.000104956,1.30883E-5,Inf
3.75882,0.0800477,-0.00020372,-1.63073E-5,Inf
4.28574,0.131144,8.91616E-5,1.1693E-5,Inf
4.81664,-0.0779438,1.38627E-5,-1.08051E-6,Inf
5.34152,-0.268722,0.000151078,-4.0598E-5,Inf
5.86339,-0.465194,6.73823E-5,-3.13458E-5,Inf
6.39095,-0.669446,0.000264774,-0.000177252,Inf
6.92545,-0.866656,0.000153956,-0.000133427,Inf
7.44264,-1.06595,0.00023546,-0.00025099,Inf
7.97502,-1.27097,0.000391936,-0.000498137,Inf
8.49738,-1.47225,0.000207147,-0.000304972,Inf
9.02466,-1.67447,0.000241804,-0.000404892,Inf
9.55579,-1.57539,0.000488303,-0.000769267,Inf
10.0928,-1.52664,0.000613519,-0.000936621,Inf
10.6212,-1.4971,0.000516357,-0.000773039,Inf
11.1508,-1.52685,0.000702283,-0.00107228,Inf
11.6736,-1.5118,0.00047544,-0.00071877,Inf
12.2051,-1.50705,0.0003265,-0.000492052,Inf
12.72,-1.50199,0.000412798,-0.00062002,Inf
13.2561,-1.50186,0.000681558,-0.00102361,Inf
13.7852,-1.50186,0.000484303,-0.000727355,Inf
14.3172,-1.497,0.000299377,-0.000448169,Inf
14.8409,-1.50203,0.000449784,-0.000675587,Inf
15.3633,-1.49738,0.000254995,-0.000381825,Inf
15.8944,-1.50223,0.000393073,-0.000590486,Inf
16.4212,-1.50224,0.000538548,-0.000809027,Inf
16.9559,-1.50216,0.000449784,-0.000675647,Inf
17.4849,-1.50207,0.000114451,-0.000171913,Inf
18.0221,-1.497,0.000252529,-0.000378036,Inf
18.5537,-1.50211,0.000237735,-0.000357104,Inf
19.0765,-1.50232,0.000158833,-0.000238619,Inf
19.6041,-1.4972,0.000156368,-0.000234113,Inf
20.1267,-1.50209,0.000176093,-0.000264507,Inf
20.6491,-1.49729,0.000178559,-0.000267354,Inf
21.1811,-1.50213,0.0004917,-0.0007386,Inf
21.7117,-1.49729,0.000363485,-0.000544242,Inf
22.2392,-1.50217,0.000213078,-0.00032008,Inf
22.7605,-1.5018,0.000306774,-0.000460714,Inf
23.2898,-1.49707,0.000250063,-0.000374363,Inf
23.8281,-1.50216,0.000351156,-0.000527491,Inf
24.3501,-1.50251,0.000597725,-0.000898085,Inf
24.8797,-1.5021,0.000471975,-0.000708953,Inf
25.4113,-1.50217,0.000425127,-0.000638613,Inf
25.9404,-1.4974,0.000296911,-0.000444596,Inf
26.468,-1.5023,0.000390607,-0.000586811,Inf
26.9906,-1.49747,0.000272255,-0.000407694,Inf
27.5258,-1.502,0.000528685,-0.000794083,Inf
28.0528,-1.50198,0.00021801,-0.000327446,Inf
28.5853,-1.50217,0.000314171,-0.000471937,Inf
29.1054,-1.49735,0.000496632,-0.000743631,Inf
29.6304,-1.50198,0.00063471,-0.000953322,Inf
30.1537,-1.49704,0.000499097,-0.000747167,Inf
30.6828,-1.50206,0.000459646,-0.000690414,Inf
31.2171,-1.49738,3.06177E-5,-4.58463E-5,Inf
31.7488,-1.50187,0.000476906,-0.000716249,Inf
32.2793,-1.4971,0.000464578,-0.00069552,Inf
32.7985,-1.50225,0.000642107,-0.000964604,Inf
33.3293,-1.49716,0.000353622,-0.000529429,Inf
33.8557,-1.50188,0.00041773,-0.000627381,Inf
34.3894,-1.50203,0.000459646,-0.000690405,Inf
34.9048,-1.49743,0.000558274,-0.000835978,Inf
35.4417,-1.50214,0.000420195,-0.000631191,Inf
35.974,-1.4971,0.000447318,-0.000669681,Inf
36.5021,-1.50221,0.000388142,-0.000583071,Inf
37.0365,-1.49715,0.000388142,-0.000581106,Inf
37.5603,-1.50219,0.000370882,-0.000557136,Inf
38.0933,-1.49716,0.000388142,-0.000581109,Inf
38.6234,-1.50214,0.000311705,-0.000468224,Inf
