#ID:	1
#type:	Perform parallel JV
#start_time:	16/04/2025 16.42.39
#
# Parameters
#Sample area:	0.25 cm²
#Comment:	  
#Resolution of the measurement unit:	10 (higher better/slower)
#start_voltage:	-0.2 V
#stop_voltage:	1.4 V
#Scan rate:	10 mV/s
#settling_time:	10 ms
#direction:	3 0=forward,1=backward,2=for- & backward,3=back- & forward
##Sample holder climate : temperature:	[21.486,21.627] °C
##Sample holder climate : relative humidity:	[38.921,38.428] %
##IR temperature [0]:	[21.33,23.33] °C
##Stage temperature:	[21.3819,21.4165] °C
##Light intensity:	[0,0] %
#
#voltage (V),current (mA)
1.4055,-0.000328897
1.39595,-0.000341225
1.39103,-0.000312459
1.38144,-0.000158381
1.38113,-0.000451181
1.37167,-0.000266255
1.37175,-0.000276117
1.36208,4.29557E-5
1.36206,-0.000351553
1.35208,-0.000398401
1.3472,-0.000348088
1.34251,-0.000690818
1.33797,-0.000542877
1.33302,-0.000434387
1.32822,-0.000568999
1.32349,-0.000342156
1.31868,-0.000448181
1.31323,-0.000381607
1.30377,-0.000365813
1.30424,-0.000220338
1.29435,-0.000331294
1.29446,-0.000180887
1.2847,-0.000123176
1.28464,-0.000322897
1.27548,-0.000322897
1.27517,-0.000665626
1.26566,-0.000442715
1.26067,-0.000363813
1.25646,-0.000210941
1.25181,-0.000164093
1.24693,-0.00051322
1.23724,-0.000552671
1.23737,-0.000500891
1.23253,-0.000172956
1.22221,-0.000194147
1.22225,-0.000285377
1.21282,-0.00018675
1.20779,-0.000506288
1.2078,-0.000331225
1.19798,-0.000454509
1.19356,-0.00040273
1.18843,-0.000308034
1.18343,-0.00038447
1.17846,-0.000357348
1.17351,-0.000512685
1.16883,-0.000176353
1.16425,-2.10148E-5
1.15951,-0.000136902
1.14967,-3.33432E-5
1.14974,-0.000413058
1.14016,-0.00038247
1.13537,-0.000343019
1.13039,-0.000249323
1.13092,-4.71373E-5
1.12144,-0.000494891
1.11165,-0.000189147
1.11151,-0.000401195
1.10673,-0.000205407
1.10163,-0.000284308
1.0922,-0.000279377
1.0923,-0.000311431
1.08776,-0.000320294
1.07794,-0.000221666
1.07342,-0.000317828
1.07359,-0.000335088
1.06397,3.82302E-5
1.05878,-0.000615176
1.05402,-0.000371073
1.04927,-0.000241858
1.04426,-0.000419387
1.0399,-0.000133368
1.03488,-0.000229529
1.02533,-0.000255652
1.02532,-0.000260583
1.0159,-0.000290171
1.01615,-0.000174284
1.00617,-9.93136E-5
1.00119,-0.000353279
0.996523,-0.000160956
0.996276,-0.00034095
0.986724,-8.84509E-5
0.982273,-0.000150093
0.977264,-0.000164887
0.96796,-0.000435112
0.96777,-0.00033895
0.963089,-0.000109642
0.953113,-8.49852E-5
0.953384,-0.000129368
0.943842,-8.39852E-5
0.94367,-0.000180147
0.933946,-0.000116039
0.92919,-0.000287637
0.929273,2.55048E-5
0.919765,-0.000295034
0.910194,-0.000107642
0.910213,-0.000142162
0.90533,-0.000417318
0.900348,-0.000195407
0.895359,-0.000158421
0.89103,-0.000328553
0.881322,-6.61911E-5
0.881373,-0.000379333
0.87105,-0.000305362
0.870965,-0.000337416
0.861237,-0.000136696
0.856079,-6.02598E-5
0.856254,-0.000114505
0.846214,-0.000177613
0.841129,-9.13136E-5
0.841137,-0.000503083
0.831433,-0.000160353
0.826573,0.000119269
