#ID:	1
#type:	Perform parallel JV
#start_time:	16/04/2025 17.35.39
#
# Parameters
#Sample area:	0.25 cm²
#Comment:	  
#Resolution of the measurement unit:	10 (higher better/slower)
#start_voltage:	-0.2 V
#stop_voltage:	1.4 V
#Scan rate:	10 mV/s
#settling_time:	10 ms
#direction:	1 0=forward,1=backward,2=for- & backward,3=back- & forward
##Sample holder climate : temperature:	[33.42,30.245] °C
##Sample holder climate : relative humidity:	[30.249,31.615] %
##IR temperature [0]:	[35.67,31.91] °C
##Stage temperature:	[35.8809,30.7062] °C
##Light intensity:	[0,0] %
#
#voltage (V),current (mA)
1.4203,-0.00014497
1.37174,-0.000408031
1.39148,-0.000201503
1.38648,-0.000179956
1.37625,-0.000510357
1.37602,-0.000318034
1.37117,-0.000416661
1.36189,-0.000477303
1.35745,-0.000329362
1.35273,-0.000395936
1.35245,-0.000280049
1.3427,-8.17941E-5
1.33799,-0.000234666
1.33312,-0.000246995
1.32353,-0.000628175
1.32263,-0.000458043
1.31858,-0.000448181
1.31366,-0.000322431
1.30388,-2.30834E-5
1.30334,-0.000434852
1.29904,-0.000535945
1.2894,-0.000375676
1.28434,-0.000421524
1.28392,-0.000493029
1.27435,-0.00018975
1.27433,-0.000258789
1.2646,-0.000452578
1.26053,-0.000526548
1.25498,-9.01225E-5
1.25016,-0.000220804
1.24563,-0.000202544
1.24066,-0.000412127
1.23108,-0.000180353
1.23098,-0.000362813
1.22586,-0.000366745
1.2165,-0.000354416
1.21604,-0.000292774
1.20644,-3.28931E-6
1.20667,-0.00027698
1.19703,-0.000183284
1.19682,-0.000516151
1.18695,-0.000251323
1.18212,-0.000372142
1.17715,-0.000337622
1.17694,-0.00051022
1.16795,-0.000329225
1.15806,-0.00045744
1.15829,-0.000459906
1.15342,-0.000422921
1.14843,-0.000461372
1.13849,-0.000333156
1.13869,-0.00058219
1.1338,-0.000207407
1.124,-0.00029024
1.12418,-0.000494891
1.11479,-0.000393798
1.10985,-0.000674886
1.10963,-0.000406127
1.09984,-0.000148696
1.0946,-0.000274446
1.08975,-8.21225E-5
1.08521,6.68184E-5
1.08042,-0.000342485
1.07513,-0.000300568
1.07067,-0.000224132
1.06556,-0.000104779
1.0608,-0.000289705
1.05124,-0.00016149
1.05117,-0.000339019
1.04148,-4.21373E-5
1.04146,-0.000150627
1.03181,-0.000347882
1.03185,-8.15882E-5
1.02228,-0.000398661
1.01752,-0.000184147
1.01291,-0.000230995
1.0077,-0.000138765
1.00313,-0.000291637
0.998014,-0.00019301
0.993293,-0.000308897
0.988294,-6.87255E-5
0.983409,-0.00012297
0.973794,-8.10539E-5
0.973952,-7.85882E-5
0.96477,-6.77255E-5
0.964538,-0.000195941
0.954702,-0.000260049
0.94966,-0.000242789
0.944775,-0.000231926
0.945082,-0.000148093
0.935484,-0.0002985
0.930842,-0.00040699
0.925566,-0.000341882
0.916053,-0.000186544
0.915782,-0.000381333
0.91142,-0.000339416
0.905819,-0.00037047
0.896264,0.00017198
0.896194,-5.54909E-6
0.891567,-0.000294034
0.882258,2.99705E-5
0.882374,-0.000157421
0.872709,-0.000157421
0.867516,3.59018E-5
0.867099,-0.000336416
0.857415,-0.000176147
0.853151,-0.000311759
0.847912,1.71764E-5
0.843181,-0.000187475
0.838727,-0.000160353
0.83282,-0.000323088
0.828085,-0.000161818
0.818453,-0.000154421
0.818158,-8.7848E-5
0.813895,-0.000127299
0.80922,8.82155E-5
0.798565,-0.000111505
0.798371,0.000127666
0.794443,0.000130132
0.784455,-0.00016475
0.779717,-5.13284E-5
0.779635,3.99018E-5
0.769714,-0.000315156
0.76505,-4.04657E-5
0.760137,-0.000269774
0.760254,1.6245E-5
0.750298,-0.000316622
0.741121,-0.000310691
0.740871,8.13527E-5
0.735998,-0.000113436
0.730748,-0.000135627
0.725934,4.29018E-5
0.716216,-0.00025298
0.716668,-0.000366401
0.711791,7.98871E-5
0.702177,-0.000141024
0.702047,-0.000227323
0.692278,-0.000197735
0.687066,-0.000164681
0.68242,-7.09852E-5
0.681955,9.91468E-5
0.671968,-0.000115368
0.667698,-0.00021546
0.662592,-2.5603E-5
0.657901,-0.000173544
0.65353,-0.000171078
0.648495,-0.000377195
0.643381,-0.000199666
0.63841,-0.000305691
0.633981,-0.000273637
0.624275,-0.000250446
0.624496,-4.33284E-5
0.615098,4.05048E-5
0.614944,0.000183514
0.60436,-8.4245E-5
0.604638,-0.000237117
0.594785,-8.4245E-5
0.590446,-0.000177941
0.585224,7.2093E-5
0.585243,-2.9E-5
0.575945,-1.91373E-5
0.56618,-0.000296759
0.566207,-0.000232652
0.56125,0.000198843
0.55652,9.03527E-5
0.550923,-0.00022772
0.546649,-0.000184804
0.537393,-0.000414112
0.536882,-9.85048E-5
0.52767,-0.000420509
0.527618,-7.53136E-5
