#ID:	4
#type:	Stressing
#start_time:	16/04/2025 17.41.05
#
# Parameters
#Sample area:	0.25 cm²
#Comment:	  
#Resolution of the measurement unit:	10 (higher better/slower)
#wait_duration:	1 min
#point_rate:	2 1/s
#point_spacing:	0 linear
#setpoint:	Inf W
##Sample holder climate : temperature:	[34.779,36.886] °C
##Sample holder climate : relative humidity:	[31.739,30.744] %
##IR temperature [0]:	[44.35,46.49] °C
##Stage temperature:	[51.4341,54.4878] °C
##Light intensity:	[100,100] %
#Power:	-0.00109932 mW
#Current:	-0.000845799 mA
#Voltage:	1.29974 V
#
#time (s),Voltage (V),current (mA),Power (mW),PCE (%)
40.4966,1.29983,-0.000784979,-0.00102034,0.00408136
41.0307,1.29975,-0.000799773,-0.0010395,0.00415802
41.5551,1.29995,-0.000910729,-0.0011839,0.0047356
42.0781,1.29943,-0.00110305,-0.00143334,0.00573334
42.6105,1.29935,-0.000775116,-0.00100714,0.00402858
43.1333,1.29948,-0.000804705,-0.0010457,0.00418281
43.6545,1.29965,-0.000984699,-0.00127976,0.00511905
44.1627,1.29951,-0.000644435,-0.000837453,0.00334981
44.6878,1.30003,-0.000612381,-0.000796113,0.00318445
45.2054,1.29925,-0.000755391,-0.000981444,0.00392578
45.7391,1.2993,-0.000856484,-0.00111283,0.00445131
46.2669,1.2993,-0.000661695,-0.00085974,0.00343896
46.7955,1.29948,-0.000812102,-0.00105531,0.00422123
47.3244,1.29923,-0.000821964,-0.00106792,0.00427168
47.841,1.29946,-0.00078991,-0.00102646,0.00410582
48.3705,1.29926,-0.00111291,-0.00144596,0.00578385
48.8913,1.29919,-0.000955111,-0.00124087,0.00496349
49.418,1.29952,-0.000752925,-0.000978441,0.00391376
49.9386,1.29934,-0.000686352,-0.000891805,0.00356722
50.4594,1.29943,-0.0007332,-0.000952741,0.00381096
50.9898,1.29926,-0.000775116,-0.00100708,0.00402833
51.513,1.29933,-0.000812102,-0.00105518,0.00422074
52.0379,1.29952,-0.000777582,-0.00101048,0.00404193
52.574,1.29952,-0.000587725,-0.000763762,0.00305505
53.0968,1.29962,-0.00093292,-0.00121244,0.00484978
53.6175,1.29955,-0.00107346,-0.00139502,0.00558006
54.1394,1.29979,-0.000713474,-0.000927363,0.00370945
54.6522,1.29944,-0.00100936,-0.0013116,0.00524641
55.1555,1.2994,-0.000895935,-0.00116418,0.00465671
55.658,1.29945,-0.000567999,-0.000738084,0.00295234
56.1769,1.29935,-0.000787445,-0.00102317,0.00409268
56.7043,1.29955,-0.000957577,-0.00124442,0.00497766
57.231,1.29904,-0.000898401,-0.00116706,0.00466825
57.7471,1.29927,-0.00069868,-0.000907771,0.00363109
58.273,1.29961,-0.00109319,-0.00142072,0.00568289
58.7938,1.2997,-0.000878675,-0.00114202,0.00456806
59.3073,1.29971,-0.00107593,-0.0013984,0.0055936
59.8386,1.2995,-0.00108826,-0.00141419,0.00565677
60.3666,1.2996,-0.000826896,-0.00107464,0.00429854
60.8968,1.29979,-0.000725803,-0.000943393,0.00377357
61.4198,1.29983,-0.000984699,-0.00127995,0.00511979
