#ID:	4
#type:	Stressing
#start_time:	16/04/2025 17.41.05
#
# Parameters
#Sample area:	0.25 cm²
#Comment:	  
#Resolution of the measurement unit:	10 (higher better/slower)
#wait_duration:	1 min
#point_rate:	2 1/s
#point_spacing:	0 linear
#setpoint:	Inf W
##Sample holder climate : temperature:	[34.779,36.886] °C
##Sample holder climate : relative humidity:	[31.739,30.744] %
##IR temperature [0]:	[44.35,46.49] °C
##Stage temperature:	[51.4341,54.4878] °C
##Light intensity:	[100,100] %
#Power:	-0.00109932 mW
#Current:	-0.000845799 mA
#Voltage:	1.29974 V
#
#time (s),Voltage (V),current (mA),Power (mW),PCE (%)
1.10255,1.45967,-0.000669695,-0.000977534,0.00391014
1.63487,1.41117,-0.000857553,-0.00121015,0.0048406
2.14794,1.36363,-0.000982768,-0.00134014,0.00536054
2.67891,1.31471,-0.000783513,-0.00103009,0.00412038
3.19546,1.33888,-0.000673558,-0.000901812,0.00360725
3.71821,1.32488,-0.000948714,-0.00125694,0.00502775
4.23606,1.31037,-0.00100789,-0.00132071,0.00528284
4.76529,1.29104,-0.000989631,-0.00127765,0.0051106
5.28828,1.30045,-0.00112771,-0.00146653,0.00586612
5.81485,1.30988,-0.00114104,-0.00149462,0.00597848
6.33655,1.32475,-0.000783513,-0.00103796,0.00415184
6.86844,1.31972,-0.00101036,-0.00133338,0.00533354
7.39285,1.31017,-0.00112378,-0.00147234,0.00588936
7.92096,1.30012,-0.00100936,-0.00131228,0.00524913
8.44564,1.30521,-0.000676489,-0.000882957,0.00353183
8.97984,1.30462,-0.000846621,-0.00110452,0.00441808
9.51493,1.30032,-0.000738131,-0.000959803,0.00383921
10.043,1.29992,-0.000876209,-0.001139,0.004556
10.5635,1.3,-0.000839224,-0.00109099,0.00436397
11.0899,1.30048,-0.00075046,-0.000975955,0.00390382
11.6131,1.30002,-0.000876209,-0.00113909,0.00455635
12.1429,1.30055,-0.000871278,-0.00113314,0.00453256
12.654,1.30051,-0.000622244,-0.000809233,0.00323693
13.1784,1.30008,-0.000772651,-0.00100451,0.00401803
13.7043,1.2994,-0.000711009,-0.000923887,0.00369555
14.2261,1.29956,-0.000920592,-0.00119636,0.00478545
14.7494,1.29971,-0.000563068,-0.000731824,0.0029273
15.2811,1.29955,-0.000691283,-0.000898359,0.00359343
15.8047,1.30063,-0.0010562,-0.00137373,0.00549491
16.3311,1.29985,-0.000688818,-0.000895361,0.00358145
16.8528,1.2996,-0.000819499,-0.00106502,0.00426007
17.3712,1.29937,-0.000812102,-0.00105522,0.00422087
17.8937,1.29956,-0.000612381,-0.000795828,0.00318331
18.427,1.29943,-0.000851553,-0.00110654,0.00442614
18.9544,1.29946,-0.000886072,-0.00115142,0.00460566
19.4761,1.29984,-0.000962508,-0.00125111,0.00500442
20.002,1.2996,-0.000844156,-0.00109706,0.00438825
20.521,1.30022,-0.000900866,-0.00117133,0.0046853
21.0544,1.29984,-0.00078991,-0.00102676,0.00410702
21.5858,1.2999,-0.000792376,-0.00103001,0.00412003
22.1134,1.29968,-0.000895935,-0.00116443,0.0046577
22.6406,1.29969,-0.00051622,-0.000670928,0.00268371
23.1488,1.29948,-0.000725803,-0.000943169,0.00377268
23.6731,1.29969,-0.000765254,-0.000994596,0.00397838
24.1899,1.29963,-0.000925523,-0.00120284,0.00481134
24.7203,1.30056,-0.0007332,-0.000953569,0.00381427
25.2457,1.30082,-0.000747994,-0.000973006,0.00389202
25.7795,1.30093,-0.00084169,-0.00109498,0.00437991
26.2986,1.30083,-0.000876209,-0.0011398,0.00455919
26.8312,1.29943,-0.000834293,-0.0010841,0.0043364
27.3588,1.30032,-0.000937851,-0.00121951,0.00487804
27.8827,1.30029,-0.000794842,-0.00103352,0.00413409
28.404,1.30071,-0.00091566,-0.00119101,0.00476404
28.934,1.30064,-0.00107346,-0.00139619,0.00558477
29.4604,1.30074,-0.000802239,-0.0010435,0.004174
29.9799,1.29998,-0.000765254,-0.000994813,0.00397925
30.5029,1.3005,-0.000762788,-0.000992007,0.00396803
31.0242,1.30078,-0.000878675,-0.00114296,0.00457184
31.552,1.30047,-0.000908263,-0.00118117,0.00472468
32.0816,1.29965,-0.000900866,-0.00117081,0.00468324
32.6141,1.30055,-0.00096744,-0.0012582,0.0050328
33.1398,1.30069,-0.000683886,-0.000889521,0.00355808
33.6517,1.30007,-0.000812102,-0.00105579,0.00422314
34.1837,1.29976,-0.000812102,-0.00105554,0.00422216
34.715,1.30066,-0.000797308,-0.00103703,0.00414811
35.2401,1.29958,-0.00116963,-0.00152002,0.00608008
35.7691,1.29964,-0.000821964,-0.00106826,0.00427304
36.2928,1.2994,-0.000622244,-0.000808542,0.00323417
36.8239,1.29939,-0.000669092,-0.000869412,0.00347765
37.3521,1.30009,-0.00100442,-0.00130584,0.00522338
37.8825,1.29971,-0.000945248,-0.00122855,0.0049142
38.4081,1.29919,-0.000812102,-0.00105508,0.0042203
38.9333,1.30052,-0.000927989,-0.00120687,0.00482746
39.4592,1.29955,-0.00117702,-0.0015296,0.00611839
39.9787,1.29977,-0.000940317,-0.0012222,0.0048888
