#ID:	4
#type:	Stressing
#start_time:	16/04/2025 17.41.05
#
# Parameters
#Sample area:	0.25 cm²
#Comment:	  
#Resolution of the measurement unit:	10 (higher better/slower)
#wait_duration:	1 min
#point_rate:	2 1/s
#point_spacing:	0 linear
#setpoint:	Inf W
##Sample holder climate : temperature:	[34.779,36.886] °C
##Sample holder climate : relative humidity:	[31.739,30.744] %
##IR temperature [0]:	[44.35,46.49] °C
##Stage temperature:	[51.4341,54.4878] °C
##Light intensity:	[100,100] %
#Power:	-0.13969 mW
#Current:	-0.407615 mA
#Voltage:	0.342702 V
#
#time (s),Voltage (V),current (mA),Power (mW),PCE (%)
1.10255,0.522073,0.18744,0.0978571,0.391428
1.63487,0.492749,0.00318285,0.00156835,0.00627338
2.14794,0.339143,-0.419666,-0.142327,0.569308
2.67891,0.29327,-0.458437,-0.134446,0.537784
3.19546,0.316317,-0.441215,-0.139564,0.558256
3.71821,0.343793,-0.414678,-0.142563,0.570254
4.23606,0.377344,-0.368952,-0.139222,0.556887
4.76529,0.360862,-0.393504,-0.142,0.568002
5.28828,0.343441,-0.414538,-0.142369,0.569477
5.81485,0.316094,-0.441191,-0.139458,0.557831
6.33655,0.33002,-0.428455,-0.141399,0.565595
6.86844,0.343211,-0.414826,-0.142373,0.569492
7.39285,0.360365,-0.393871,-0.141937,0.56775
7.92096,0.352143,-0.404188,-0.142332,0.569327
8.44564,0.343235,-0.414469,-0.14226,0.569041
8.97984,0.34766,-0.409116,-0.142233,0.568932
9.51493,0.343318,-0.41437,-0.142261,0.569042
10.043,0.343267,-0.414323,-0.142224,0.568895
10.5635,0.343151,-0.414224,-0.142142,0.568567
11.0899,0.343394,-0.413643,-0.142042,0.56817
11.6131,0.343407,-0.413744,-0.142082,0.56833
12.1429,0.34319,-0.414306,-0.142186,0.568743
12.654,0.34321,-0.413847,-0.142037,0.568147
13.1784,0.343257,-0.41422,-0.142184,0.568735
13.7043,0.343172,-0.413751,-0.141988,0.567952
14.2261,0.343302,-0.413837,-0.142071,0.568285
14.7494,0.342957,-0.414244,-0.142068,0.568272
15.2811,0.343385,-0.413337,-0.141934,0.567735
15.8047,0.343139,-0.413233,-0.141797,0.567186
16.3311,0.343228,-0.414012,-0.142101,0.568403
16.8528,0.343019,-0.413576,-0.141864,0.567457
17.3712,0.343251,-0.41326,-0.141852,0.567408
17.8937,0.342947,-0.413024,-0.141645,0.56658
18.427,0.343026,-0.413078,-0.141697,0.566786
18.9544,0.343199,-0.412755,-0.141657,0.566629
19.4761,0.343013,-0.412523,-0.141501,0.566003
20.002,0.343371,-0.412405,-0.141608,0.566431
20.521,0.343031,-0.412979,-0.141665,0.566659
21.0544,0.343149,-0.412831,-0.141663,0.566651
21.5858,0.343146,-0.412526,-0.141557,0.566227
22.1134,0.343119,-0.41274,-0.141619,0.566476
22.6406,0.343062,-0.41278,-0.141609,0.566437
23.1488,0.343089,-0.412644,-0.141574,0.566295
23.6731,0.343286,-0.412141,-0.141482,0.565929
24.1899,0.343271,-0.412301,-0.141531,0.566125
24.7203,0.343279,-0.412269,-0.141523,0.566094
25.2457,0.343039,-0.412,-0.141332,0.565328
25.7795,0.343129,-0.411737,-0.141279,0.565115
26.2986,0.343025,-0.411611,-0.141193,0.564771
26.8312,0.343131,-0.411655,-0.141252,0.565006
27.3588,0.343202,-0.411882,-0.141359,0.565435
27.8827,0.343093,-0.412023,-0.141362,0.565448
28.404,0.343134,-0.411539,-0.141213,0.564852
28.934,0.343046,-0.411648,-0.141214,0.564857
29.4604,0.343033,-0.411451,-0.141141,0.564565
29.9799,0.343112,-0.411352,-0.14114,0.564559
30.5029,0.343279,-0.410992,-0.141085,0.56434
31.0242,0.343215,-0.411749,-0.141319,0.565274
31.552,0.342925,-0.411063,-0.140964,0.563856
32.0816,0.342962,-0.411315,-0.141065,0.564261
32.6141,0.342798,-0.410962,-0.140877,0.563508
33.1398,0.343176,-0.410827,-0.140986,0.563943
33.6517,0.342773,-0.411189,-0.140944,0.563778
34.1837,0.343103,-0.410955,-0.141,0.563999
34.715,0.342491,-0.411199,-0.140832,0.563328
35.2401,0.343102,-0.410869,-0.14097,0.56388
35.7691,0.342796,-0.41062,-0.140759,0.563035
36.2928,0.342869,-0.41116,-0.140974,0.563896
36.8239,0.342756,-0.410726,-0.140779,0.563115
37.3521,0.342861,-0.410728,-0.140823,0.563291
37.8825,0.342697,-0.41062,-0.140718,0.562873
38.4081,0.342789,-0.410548,-0.140731,0.562925
38.9333,0.34299,-0.41059,-0.140828,0.563314
39.4592,0.342938,-0.410247,-0.140689,0.562758
39.9787,0.343121,-0.410023,-0.140688,0.56275
40.4966,0.343134,-0.409979,-0.140678,0.56271
41.0307,0.343021,-0.409821,-0.140577,0.562308
41.5551,0.342806,-0.409636,-0.140426,0.561702
42.0781,0.343161,-0.410149,-0.140747,0.562988
42.6105,0.342789,-0.409993,-0.140541,0.562165
43.1333,0.342972,-0.409789,-0.140546,0.562184
43.6545,0.342784,-0.409611,-0.140408,0.561632
44.1627,0.34287,-0.409678,-0.140466,0.561866
44.6878,0.343082,-0.409066,-0.140343,0.561373
45.2054,0.342642,-0.409234,-0.140221,0.560882
45.7391,0.34259,-0.409483,-0.140285,0.56114
46.2669,0.342731,-0.409288,-0.140276,0.561103
46.7955,0.342857,-0.409365,-0.140354,0.561414
47.3244,0.342839,-0.409264,-0.140312,0.561247
47.841,0.342724,-0.409145,-0.140224,0.560895
48.3705,0.342593,-0.409443,-0.140272,0.561089
48.8913,0.342786,-0.408583,-0.140057,0.560227
49.418,0.342579,-0.409083,-0.140144,0.560574
49.9386,0.342982,-0.40824,-0.140019,0.560076
50.4594,0.342574,-0.40899,-0.140109,0.560437
50.9898,0.342721,-0.408514,-0.140006,0.560026
51.513,0.34271,-0.4086,-0.140032,0.560126
52.0379,0.342602,-0.408627,-0.139997,0.559986
52.574,0.342841,-0.40845,-0.140033,0.560133
53.0968,0.342581,-0.408203,-0.139843,0.559371
53.6175,0.342832,-0.408233,-0.139955,0.559821
54.1394,0.342377,-0.408489,-0.139857,0.55943
54.6522,0.342719,-0.407971,-0.13982,0.559279
55.1555,0.342685,-0.408425,-0.139961,0.559845
55.658,0.342682,-0.408381,-0.139945,0.559779
56.1769,0.34268,-0.408107,-0.13985,0.5594
56.7043,0.342429,-0.407944,-0.139692,0.558768
57.231,0.342655,-0.407799,-0.139734,0.558937
57.7471,0.342923,-0.40792,-0.139885,0.559541
58.273,0.342456,-0.408228,-0.1398,0.5592
58.7938,0.342663,-0.408124,-0.139849,0.559397
59.3073,0.342438,-0.407656,-0.139597,0.558388
59.8386,0.342612,-0.407804,-0.139719,0.558874
60.3666,0.342605,-0.408011,-0.139787,0.559146
60.8968,0.342919,-0.407478,-0.139732,0.558929
61.4198,0.342583,-0.407355,-0.139553,0.558211
