#ID:	1
#type:	Perform parallel JV
#start_time:	16/04/2025 17.43.26
#
# Parameters
#Sample area:	0.25 cm²
#Comment:	  
#Resolution of the measurement unit:	10 (higher better/slower)
#start_voltage:	-0.2 V
#stop_voltage:	1.4 V
#Scan rate:	10 mV/s
#settling_time:	10 ms
#direction:	1 0=forward,1=backward,2=for- & backward,3=back- & forward
##Sample holder climate : temperature:	[36.56,32.808] °C
##Sample holder climate : relative humidity:	[29.725,30.803] %
##IR temperature [0]:	[41.29,34.89] °C
##Stage temperature:	[43.1405,33.9076] °C
##Light intensity:	[0,0] %
#
#voltage (V),current (mA)
1.07794,50.0861
1.07656,50.0553
1.07576,50.0643
1.07504,50.0262
1.07457,50.0287
1.07425,50.0314
1.07401,50.0338
1.0738,50.0386
1.07365,50.04
1.07348,50.0417
1.07333,50.0399
1.07322,50.0454
1.07311,50.0444
1.07304,50.0441
1.07294,50.0445
1.07286,50.0446
1.07282,50.0467
1.07274,50.0431
1.07267,50.0429
1.07263,50.0447
1.07258,50.0476
1.07256,50.0457
1.07248,50.0473
1.07242,50.0475
1.0724,50.0468
1.07236,50.0448
1.07228,50.0454
1.07228,50.0492
1.07225,50.0477
1.07224,50.0491
1.07217,50.0462
1.07215,50.0448
1.0721,50.0471
1.07209,50.0465
1.07205,50.0461
1.07204,50.0445
1.07203,50.0481
1.072,50.0473
1.07195,50.0464
1.07194,50.0455
1.07194,50.0458
1.07189,50.0467
1.07187,50.0471
1.07185,50.0471
1.07188,50.0457
1.07179,50.0436
1.07183,50.0443
1.07181,50.0465
1.07178,50.0432
1.07175,50.0426
1.07174,50.0446
1.0717,50.0439
1.07173,50.0463
1.07169,50.0428
1.07169,50.0416
1.07166,50.0409
1.07166,50.0417
1.07161,50.0443
1.07163,50.0445
1.07162,50.047
1.07159,50.044
1.07159,50.0424
1.0716,50.0436
1.07158,50.0436
1.07158,50.0432
1.07141,49.9974
1.07083,49.8586
1.07031,49.7212
1.06963,49.5399
1.06875,49.3137
1.06776,49.0447
1.06652,48.7274
1.06517,48.3697
1.06379,48.0066
1.06209,47.5585
1.06036,47.113
1.05861,46.6646
1.05653,46.1226
1.05086,44.6919
1.04492,43.2135
1.03914,41.795
1.033,40.3073
1.02685,38.8255
1.02063,37.3695
1.01467,35.9948
1.00828,34.5632
1.00196,33.1738
0.99544,31.7776
0.988783,30.3917
0.98219,29.0433
0.975387,27.7
0.968313,26.3522
0.961076,25.0116
0.954214,23.7738
0.946668,22.478
0.939168,21.2291
0.931413,19.994
0.923729,18.8174
0.915849,17.6691
0.90735,16.4912
0.89839,15.3138
0.889957,14.266
0.881185,13.2342
0.872218,12.2466
0.864451,11.4381
0.859401,10.9258
0.854167,10.4164
0.849599,9.99175
0.848818,9.90467
0.848083,9.82062
0.846733,9.68846
0.845389,9.561
0.84299,9.35033
0.840607,9.14362
0.837609,8.89562
0.834493,8.64301
0.831378,8.39681
0.827567,8.10873
0.823679,7.82399
0.819122,7.50087
0.814315,7.17623
0.809892,6.8862
0.804508,6.55539
0.798986,6.22765
0.793953,5.94144
0.787884,5.61582
0.78145,5.2954
0.775648,5.01611
0.769613,4.7388
0.763168,4.46505
0.756496,4.19535
0.750556,3.97285
0.744497,3.75206
0.738111,3.53459
0.731348,3.31822
0.724276,3.10598
0.718195,2.9319
0.711826,2.7627
0.706593,2.62856
0.699796,2.46442
0.694045,2.332
0.686453,2.16829
0.681717,2.06991
0.675375,1.94231
0.670349,1.84857
0.663701,1.72992
0.658447,1.64108
0.653181,1.55344
0.645598,1.43767
0.641705,1.3807
0.63574,1.29748
0.629667,1.21496
0.623413,1.1338
0.619255,1.08252
0.612504,1.00342
0.608142,0.953703
0.603472,0.90376
0.598833,0.855978
0.59151,0.783668
0.58656,0.738638
0.581589,0.693738
0.573625,0.628045
0.570775,0.605804
0.565633,0.56501
0.559985,0.525011
0.554511,0.485542
0.548457,0.447283
0.542312,0.411132
0.539421,0.393241
0.533062,0.360002
0.526991,0.328301
0.520145,0.296815
0.517179,0.282947
0.513777,0.267782
0.506953,0.241078
0.499845,0.215171
0.496315,0.20263
0.488989,0.180684
0.485149,0.169074
0.481456,0.158914
0.473694,0.139847
0.47008,0.130727
0.465849,0.122193
0.457766,0.105404
0.453719,0.0986681
0.449858,0.0912176
0.441745,0.0792762
0.437163,0.0736821
0.432883,0.0674964
0.428521,0.0622782
0.424295,0.0574534
0.415869,0.0494925
0.411399,0.0451855
0.411321,0.0452052
0.40239,0.0383524
0.393187,0.0320828
0.393502,0.0321346
0.384094,0.0268325
0.384259,0.0270889
0.375123,0.022555
0.370638,0.0206271
0.365957,0.0185645
0.361061,0.0170779
0.356442,0.0156184
0.34728,0.0128877
0.347311,0.0128162
0.338275,0.0106565
0.338124,0.0103286
