#ID:	3
#type:	Perform parallel JV
#start_time:	16/04/2025 16.48.02
#
# Parameters
#Sample area:	0.25 cm²
#Comment:	  
#Resolution of the measurement unit:	10 (higher better/slower)
#start_voltage:	-0.2 V
#stop_voltage:	1.4 V
#Scan rate:	10 mV/s
#settling_time:	10 ms
#direction:	3 0=forward,1=backward,2=for- & backward,3=back- & forward
##Sample holder climate : temperature:	[21.627,35.187] °C
##Sample holder climate : relative humidity:	[38.428,33.845] %
##IR temperature [0]:	[23.33,46.49] °C
##Stage temperature:	[21.4165,53.7755] °C
##Light intensity:	[100,100] %
#
#voltage (V),current (mA)
1.39576,-0.00114257
1.40103,-0.000982302
1.38094,-0.000800486
1.37115,-0.000873429
1.37114,-0.00097144
1.33644,-0.00113957
1.34177,-0.000929989
1.32736,-0.000795842
1.31716,-0.000911729
1.3122,-0.000771185
1.29737,-0.000819499
1.29255,-0.000755391
1.27789,-0.00093192
1.26801,-0.000925989
1.25819,-0.00119475
1.24863,-0.000942248
1.23899,-0.0010606
1.22916,-0.000988096
1.21985,-0.00101768
1.2105,-0.00102508
1.20051,-0.00102162
1.1911,-0.000987096
1.17701,-0.000917057
1.16734,-0.00104427
1.16254,-0.000837155
1.14771,-0.000902729
1.13842,-0.000737528
1.12878,-0.00100036
1.11955,-0.000714337
1.10954,-0.000896798
1.09986,-0.00110045
1.08561,-0.00117342
1.08082,-0.000882469
1.07125,-0.000734528
1.05696,-0.000800102
1.04729,-0.00077691
1.04245,-0.000961837
1.02823,-0.00093618
1.01879,-0.000746322
1.00898,-0.000634367
1.00003,-0.00106833
0.99002,-0.000834087
0.975726,-0.000971165
0.971062,-0.00091692
0.956711,-0.000997288
0.951767,-0.000753185
0.936857,-0.0007152
0.927554,-0.00082269
0.922777,-0.000876935
0.90242,-0.000723063
0.902542,-0.000782239
0.88825,-0.000825621
0.878459,-0.000724528
0.86854,-0.000684077
0.859185,-0.000615038
0.844439,-0.000811293
0.839248,-0.000651023
0.829647,-0.000734857
0.819986,-0.000775773
0.805532,-0.000759979
0.800605,-0.001046
0.785592,-0.00101788
0.781213,-0.000786102
0.766307,-0.000560725
0.761566,-0.000634695
0.746441,-0.000646023
0.736354,-0.000572053
0.731801,-0.000646023
0.717093,-0.00079543
0.707315,-0.000999082
0.702326,-0.00092018
0.687639,-0.000761376
0.687833,-0.000726857
0.65811,-0.00109324
0.658305,-0.000770239
0.648434,-0.000860469
0.633804,-0.000754445
0.629263,-0.000886592
0.619453,-0.000630161
0.60479,-0.000599573
0.599877,-0.000717925
0.585648,-0.000813087
0.575991,-0.00102267
0.566623,-0.000829347
0.556675,-0.000819484
0.552136,-0.000866332
0.532325,-0.000973822
0.527556,-0.00098515
0.517993,-0.000842141
0.508369,-0.00105072
0.493816,-0.000924974
0.48893,-0.00087466
0.474681,-0.000990547
0.469723,-0.000637955
0.455483,-0.000987082
0.445982,-0.000515136
0.436419,-0.000663077
0.42708,-0.000565916
0.417149,-0.000610298
0.407121,-0.000673406
0.397481,-0.000661077
0.388381,-0.000692131
0.374176,-0.000457891
0.369379,-0.000719254
0.354711,-0.000636886
0.349719,-0.000888386
0.335903,-0.000818347
0.325214,-0.00077543
0.320326,-0.00070146
0.305118,-0.000826209
0.294636,-0.000818812
0.284121,-0.000398646
0.27879,-0.000541656
0.263642,-0.000422303
0.258584,-0.000597367
0.248421,-0.000542122
0.233284,-0.000524862
0.227816,-0.000452357
0.217627,-0.000516465
0.207193,-0.000572176
0.192327,-0.000567244
0.186831,-0.000763499
0.176362,-0.000674734
0.166158,-0.000797018
0.156032,-0.00065894
0.145657,-0.000899577
0.140483,-0.00062342
0.125092,-0.000570641
0.114559,-0.000802415
0.109918,-0.000812278
0.0939122,-0.0004217
0.0838966,-0.000578504
0.0787333,-0.000479877
0.0684944,-0.000392578
0.0531182,-0.000584901
0.0477285,-0.000731842
0.0373513,-0.000485274
0.0222713,-0.000824538
0.0221094,-0.000627283
0.00187759,-0.000678063
-0.00323976,-0.00061642
-0.0131742,-0.000869386
-0.0226744,-0.000435426
-0.0323511,-0.000313607
-0.0469175,-0.000584832
-0.0520918,-0.000783553
-0.066428,-0.000312607
-0.0713494,-0.000319004
-0.0859619,-0.000622283
-0.0907426,-0.000594161
-0.105587,-0.000305676
-0.115347,-0.000514259
-0.125024,-0.000768224
-0.134641,-0.000271622
-0.139653,-0.000404769
-0.154094,-0.000549244
-0.164051,-0.000605955
-0.173682,-0.000222774
-0.183494,-0.000380578
-0.198013,-0.000460945
-0.202729,-0.000833263
NaN,NaN
-0.20295,-0.000527519
-0.18841,-0.00062468
-0.178574,-0.000493999
-0.168938,-0.00046048
-0.163994,-0.000854989
-0.149567,-0.000355455
-0.139782,-0.000540381
-0.129689,-0.000721376
-0.120169,-0.000620283
-0.110156,-0.000648406
-0.100411,-0.000419097
-0.0860443,-0.000600092
-0.0810022,-0.000494068
-0.0711688,-0.000568038
-0.0618663,-0.00057397
-0.0469147,-0.000624283
