#ID:	4
#type:	Stressing
#start_time:	16/04/2025 17.48.52
#
# Parameters
#Sample area:	0.25 cm²
#Comment:	  
#Resolution of the measurement unit:	10 (higher better/slower)
#wait_duration:	1 min
#point_rate:	2 1/s
#point_spacing:	0 linear
#setpoint:	Inf W
##Sample holder climate : temperature:	[29.964,29.099] °C
##Sample holder climate : relative humidity:	[32.155,32.667] %
##IR temperature [0]:	[31.53,29.85] °C
##Stage temperature:	[30.2538,29.3448] °C
##Light intensity:	[0,0] %
#Power:	-0.000683107 mW
#Current:	0.000455537 mA
#Voltage:	-1.49956 V
#
#time (s),Voltage (V),current (mA),Power (mW),PCE (%)
28.0528,-1.50232,0.00029198,-0.000438646,Inf
28.5853,-1.49789,0.000277186,-0.000415195,Inf
29.1054,-1.50275,0.000237735,-0.000357256,Inf
29.6304,-1.50279,0.000363485,-0.000546243,Inf
30.1537,-1.49803,0.00047444,-0.000710727,Inf
30.6828,-1.50279,0.000398004,-0.000598116,Inf
31.2171,-1.50287,0.000363485,-0.00054627,Inf
31.7488,-1.50297,0.000563205,-0.000846481,Inf
32.2793,-1.50271,0.000390607,-0.000586971,Inf
32.7985,-1.49799,0.000333897,-0.000500172,Inf
33.3293,-1.50291,0.000452249,-0.00067969,Inf
33.8557,-1.49799,0.000220475,-0.000330271,Inf
34.3894,-1.50309,0.000447318,-0.00067236,Inf
34.9048,-1.49798,0.000607587,-0.000910156,Inf
35.4417,-1.50303,0.000444852,-0.000668625,Inf
35.974,-1.50282,0.000299377,-0.000449909,Inf
36.5021,-1.49817,0.000585396,-0.00087702,Inf
37.0365,-1.50291,0.000264858,-0.000398057,Inf
37.5603,-1.49809,0.000407867,-0.000611021,Inf
38.0933,-1.50263,0.000314171,-0.000472082,Inf
38.6234,-1.50257,0.000496632,-0.000746223,Inf
39.157,-1.49785,0.000481838,-0.00072172,Inf
39.6853,-1.50262,0.000398004,-0.000598051,Inf
40.2168,-1.49764,0.000358553,-0.000536984,Inf
40.7491,-1.50267,0.000402936,-0.000605479,Inf
41.271,-1.50297,0.000368416,-0.00055372,Inf
41.7939,-1.50258,0.000612519,-0.000920357,Inf
42.326,-1.50267,0.000425127,-0.000638826,Inf
42.8495,-1.4977,0.000267323,-0.00040037,Inf
43.3798,-1.50279,0.000338828,-0.000509189,Inf
43.9042,-1.50296,0.000454715,-0.000683419,Inf
44.4374,-1.50274,0.000464578,-0.000698141,Inf
44.9592,-1.50263,0.00061745,-0.000927798,Inf
45.4909,-1.50272,0.000637176,-0.000957494,Inf
46.0209,-1.50289,0.000624847,-0.000939078,Inf
46.5508,-1.49781,0.000639641,-0.000958059,Inf
47.0855,-1.5029,0.000518823,-0.000779738,Inf
47.6185,-1.49779,0.000410333,-0.000614594,Inf
48.147,-1.50281,0.000610053,-0.000916795,Inf
48.6823,-1.49828,0.000647038,-0.000969447,Inf
49.2073,-1.50282,0.000656901,-0.000987206,Inf
49.7374,-1.49783,0.000432524,-0.000647847,Inf
50.2637,-1.50262,0.000489235,-0.000735132,Inf
50.7964,-1.49813,0.000523754,-0.000784653,Inf
51.3232,-1.50272,0.000338828,-0.000509164,Inf
51.8583,-1.49794,0.000368416,-0.000551865,Inf
52.391,-1.50295,0.000575533,-0.000865001,Inf
52.9055,-1.49788,0.000336362,-0.000503832,Inf
53.4286,-1.50266,0.000528685,-0.000794433,Inf
53.9531,-1.49789,0.000195818,-0.000293315,Inf
54.4843,-1.5027,0.000272255,-0.000409118,Inf
55.0037,-1.498,0.000425127,-0.00063684,Inf
55.5342,-1.50278,7.74657E-5,-0.000116414,Inf
56.0658,-1.49824,0.000610053,-0.000914008,Inf
56.5941,-1.50269,0.000141573,-0.000212741,Inf
57.1262,-1.49785,0.000412798,-0.000618309,Inf
57.6579,-1.50289,0.000324034,-0.000486986,Inf
58.1885,-1.49809,0.000331431,-0.000496513,Inf
58.7216,-1.50275,0.000582931,-0.000876001,Inf
59.2502,-1.49797,0.000484303,-0.000725469,Inf
59.7779,-1.50299,0.000324034,-0.00048702,Inf
60.2822,-1.49778,0.00050896,-0.00076231,Inf
60.8018,-1.50305,0.00061745,-0.000928061,Inf
61.3322,-1.49786,0.000240201,-0.000359787,Inf
