#ID:	4
#type:	Stressing
#start_time:	16/04/2025 17.41.05
#
# Parameters
#Sample area:	0.25 cm²
#Comment:	  
#Resolution of the measurement unit:	10 (higher better/slower)
#wait_duration:	1 min
#point_rate:	2 1/s
#point_spacing:	0 linear
#setpoint:	Inf W
##Sample holder climate : temperature:	[34.779,36.886] °C
##Sample holder climate : relative humidity:	[31.739,30.744] %
##IR temperature [0]:	[44.35,46.49] °C
##Stage temperature:	[51.4341,54.4878] °C
##Light intensity:	[100,100] %
#Power:	-0.000677929 mW
#Current:	-0.000786814 mA
#Voltage:	0.861612 V
#
#time (s),Voltage (V),current (mA),Power (mW),PCE (%)
1.10255,1.58279,0.0032694,0.00517478,0.0206991
1.63487,0.851726,-0.000965165,-0.000822056,0.00328822
2.14794,0.803088,-0.000831484,-0.000667755,0.00267102
2.67891,0.832386,-0.00120334,-0.00100164,0.00400656
3.19546,0.861434,-0.000748185,-0.000644512,0.00257805
3.71821,0.84241,-0.000678146,-0.000571277,0.00228511
4.23606,0.852086,-0.000762979,-0.000650124,0.0026005
4.76529,0.861279,-0.000967631,-0.0008334,0.0033336
5.28828,0.871864,-0.000601244,-0.000524203,0.00209681
5.81485,0.86686,-0.000797499,-0.00069132,0.00276528
6.33655,0.861919,-0.000748185,-0.000644875,0.0025795
6.86844,0.861842,-0.000740788,-0.000638442,0.00255377
7.39285,0.861895,-0.00100215,-0.000863749,0.003455
7.92096,0.86192,-0.000938043,-0.000808517,0.00323407
8.44564,0.861703,-0.000975028,-0.000840184,0.00336074
8.97984,0.861745,-0.00083695,-0.000721238,0.00288495
9.51493,0.861509,-0.000901057,-0.000776269,0.00310508
10.043,0.861701,-0.000755582,-0.000651086,0.00260434
10.5635,0.861662,-0.000780239,-0.000672302,0.00268921
11.0899,0.861775,-0.000629832,-0.000542774,0.00217109
11.6131,0.861912,-0.000706268,-0.000608741,0.00243497
12.1429,0.861921,-0.000516411,-0.000445106,0.00178042
12.654,0.861622,-0.000341348,-0.000294113,0.00117645
13.1784,0.86176,-0.000787636,-0.000678753,0.00271501
13.7043,0.861376,-0.00060271,-0.00051916,0.00207664
14.2261,0.861627,-0.00100955,-0.000869854,0.00347941
14.7494,0.861612,-0.000775308,-0.000668015,0.00267206
15.2811,0.861646,-0.000915851,-0.00078914,0.00315656
15.8047,0.861759,-0.000565725,-0.000487518,0.00195007
16.3311,0.861763,-0.000851744,-0.000734001,0.002936
16.8528,0.861959,-0.000908454,-0.00078305,0.0031322
17.3712,0.861775,-0.000839415,-0.000723387,0.00289355
17.8937,0.861798,-0.000627367,-0.000540663,0.00216265
18.427,0.861758,-0.000545999,-0.000470519,0.00188208
18.9544,0.862026,-0.000617504,-0.000532305,0.00212922
19.4761,0.86159,-0.000940508,-0.000810332,0.00324133
20.002,0.861857,-0.000846812,-0.000729832,0.00291933
20.521,0.861672,-0.000915851,-0.000789164,0.00315665
21.0544,0.861609,-0.000558328,-0.00048106,0.00192424
21.5858,0.861544,-0.000696406,-0.000599984,0.00239994
22.1134,0.861524,-0.000787636,-0.000678567,0.00271427
22.6406,0.861537,-0.000617504,-0.000532002,0.00212801
23.1488,0.861674,-0.000987356,-0.00085078,0.00340312
23.6731,0.861736,-0.000521342,-0.000449259,0.00179704
24.1899,0.861422,-0.000730925,-0.000629635,0.00251854
24.7203,0.86143,-0.000822156,-0.000708229,0.00283292
25.2457,0.861504,-0.000984891,-0.000848487,0.00339395
25.7795,0.861562,-0.000942974,-0.00081243,0.00324972
26.2986,0.861876,-0.000484357,-0.000417456,0.00166982
26.8312,0.861262,-0.00083695,-0.000720833,0.00288333
27.3588,0.861607,-0.000792567,-0.000682881,0.00273152
27.8827,0.861855,-0.00104407,-0.000899835,0.00359934
28.404,0.861607,-0.000634764,-0.000546917,0.00218767
28.934,0.861541,-0.000878866,-0.00075718,0.00302872
29.4604,0.861452,-0.000706268,-0.000608417,0.00243367
29.9799,0.861244,-0.000730925,-0.000629505,0.00251802
