#ID:	4
#type:	Stressing
#start_time:	16/04/2025 17.48.52
#
# Parameters
#Sample area:	0.25 cm²
#Comment:	  
#Resolution of the measurement unit:	10 (higher better/slower)
#wait_duration:	1 min
#point_rate:	2 1/s
#point_spacing:	0 linear
#setpoint:	Inf W
##Sample holder climate : temperature:	[29.964,29.099] °C
##Sample holder climate : relative humidity:	[32.155,32.667] %
##IR temperature [0]:	[31.53,29.85] °C
##Stage temperature:	[30.2538,29.3448] °C
##Light intensity:	[0,0] %
#Power:	-0.000547114 mW
#Current:	0.000365129 mA
#Voltage:	-1.49841 V
#
#time (s),Voltage (V),current (mA),Power (mW),PCE (%)
46.5508,0.78343,7.84796E-6,6.14833E-6,Inf
47.0855,0.590675,-3E-5,-1.77203E-5,Inf
47.6185,0.538047,-0.000110833,-5.96335E-5,Inf
48.147,0.490696,-3.2397E-5,-1.58971E-5,Inf
48.6823,0.514548,0.000126872,6.52818E-5,Inf
49.2073,0.316821,9.74214E-5,3.08652E-5,Inf
49.7374,0.107473,-5.43136E-5,-5.83725E-6,Inf
50.2637,0.158518,-0.000123887,-1.96383E-5,Inf
50.7964,0.21005,-3.07255E-5,-6.45388E-6,Inf
51.3232,0.184392,6.99018E-5,1.28893E-5,Inf
51.8583,-0.021973,0.00010949,-2.40582E-6,Inf
52.391,-0.220952,0.000166338,-3.67528E-5,Inf
52.9055,-0.421486,0.000159078,-6.70492E-5,Inf
53.4286,-0.6225,0.00013949,-8.68325E-5,Inf
53.9531,-0.821708,0.000543999,-0.000447008,Inf
54.4843,-1.0222,0.000149627,-0.000152949,Inf
55.0037,-1.22418,0.000448112,-0.00054857,Inf
55.5342,-1.42292,0.000418661,-0.000595723,Inf
56.0658,-1.62205,0.000431127,-0.00069931,Inf
56.5941,-1.51914,8.09314E-5,-0.000122946,Inf
57.1262,-1.47086,0.000559739,-0.000823299,Inf
57.6579,-1.51936,0.000472975,-0.000718621,Inf
58.1885,-1.49509,0.000553342,-0.000827295,Inf
58.7216,-1.51921,0.000645573,-0.00098076,Inf
59.2502,-1.50982,0.000533617,-0.000805663,Inf
59.7779,-1.50488,0.000471975,-0.000710265,Inf
60.2822,-1.50001,0.000348691,-0.000523041,Inf
60.8018,-1.4952,0.000469509,-0.000702008,Inf
61.3322,-1.50004,0.000277186,-0.000415789,Inf
