#ID:	4
#type:	Stressing
#start_time:	16/04/2025 17.48.52
#
# Parameters
#Sample area:	0.25 cm²
#Comment:	  
#Resolution of the measurement unit:	10 (higher better/slower)
#wait_duration:	1 min
#point_rate:	2 1/s
#point_spacing:	0 linear
#setpoint:	Inf W
##Sample holder climate : temperature:	[29.964,29.099] °C
##Sample holder climate : relative humidity:	[32.155,32.667] %
##IR temperature [0]:	[31.53,29.85] °C
##Stage temperature:	[30.2538,29.3448] °C
##Light intensity:	[0,0] %
#Power:	-0.000658253 mW
#Current:	0.000439099 mA
#Voltage:	-1.4991 V
#
#time (s),Voltage (V),current (mA),Power (mW),PCE (%)
1.15087,1.35988,-0.000161696,-0.000219886,Inf
1.67603,1.31109,-0.000334759,-0.0004389,Inf
2.18901,1.26132,-6.79314E-5,-8.56834E-5,Inf
2.70938,1.28649,-0.000320431,-0.000412231,Inf
3.2313,1.31623,-0.000312568,-0.000411411,Inf
3.75882,1.30101,-0.000400333,-0.000520838,Inf
4.28574,1.28163,-0.000214407,-0.00027479,Inf
4.81664,1.29114,-0.000363348,-0.000469133,Inf
5.34152,1.30106,-0.000148833,-0.00019364,Inf
5.86339,1.29614,-0.000279514,-0.000362289,Inf
6.39095,1.29114,-0.000363348,-0.000469133,Inf
6.92545,1.28161,-0.000174956,-0.000224226,Inf
7.44264,1.28656,-0.000448646,-0.00057721,Inf
7.97502,1.29113,-0.000143902,-0.000185796,Inf
8.49738,1.29127,-0.000326362,-0.000421422,Inf
9.02466,1.2916,-0.000252392,-0.000325988,Inf
9.55579,1.29123,-0.000148833,-0.000192177,Inf
10.0928,1.29155,-0.0003165,-0.000408775,Inf
10.6212,1.29149,-0.000178421,-0.000230429,Inf
11.1508,1.29147,-0.000240063,-0.000310035,Inf
11.6736,1.29139,-0.00020801,-0.000268621,Inf
12.2051,1.29121,-0.000528548,-0.000682466,Inf
12.72,1.29158,1.39018E-5,1.79553E-5,Inf
13.2561,1.09122,-0.00039773,-0.000434012,Inf
13.7852,1.04261,-0.000431715,-0.000450108,Inf
14.3172,0.993691,-0.000343416,-0.00034125,Inf
14.8409,1.01808,-8.30539E-5,-8.45552E-5,Inf
15.3633,1.00336,-0.000412455,-0.000413841,Inf
15.8944,0.988733,-1.44805E-5,-1.43173E-5,Inf
16.4212,0.998603,-0.00014123,-0.000141033,Inf
16.9559,1.00347,-0.000303965,-0.000305019,Inf
17.4849,1.01805,-0.000455372,-0.00046359,Inf
18.0221,1.03273,-0.000170353,-0.000175928,Inf
18.5537,1.0228,-0.000406058,-0.000415317,Inf
19.0765,1.01296,-0.000300034,-0.000303923,Inf
19.6041,1.01764,-0.000216201,-0.000220015,Inf
20.1267,1.01811,-0.00023346,-0.000237689,Inf
20.6491,1.02274,-0.00026798,-0.000274074,Inf
21.1811,1.02319,-0.000435646,-0.000445749,Inf
21.7117,1.02769,-0.000132368,-0.000136033,Inf
22.2392,1.02774,-4.85343E-5,-4.98804E-5,Inf
22.7605,1.02766,-0.000238392,-0.000244986,Inf
23.2898,1.02796,-0.0004677,-0.000480776,Inf
23.8281,1.02768,-9.53823E-5,-9.80229E-5,Inf
24.3501,1.02781,-0.00034195,-0.000351461,Inf
24.8797,1.02754,-0.000221132,-0.000227221,Inf
25.4113,1.02753,-0.000169353,-0.000174016,Inf
25.9404,1.0274,-0.00051948,-0.000533714,Inf
26.468,1.02765,-0.000401127,-0.000412217,Inf
26.9906,1.02772,-0.000100314,-0.000103095,Inf
27.5258,1.02759,-0.000509617,-0.000523677,Inf
28.0528,1.02742,-0.0003025,-0.000310795,Inf
28.5853,1.02741,-0.000107711,-0.000110663,Inf
29.1054,1.02776,-9.7848E-5,-0.000100564,Inf
29.6304,1.02779,-0.000230995,-0.000237414,Inf
30.1537,1.02786,-0.000144696,-0.000148727,Inf
30.6828,1.02789,-0.000221132,-0.000227299,Inf
31.2171,1.02779,-5.8397E-5,-6.00197E-5,Inf
31.7488,1.02746,-0.000166887,-0.00017147,Inf
32.2793,1.02745,-6.61772E-6,-6.79937E-6,Inf
32.7985,1.02756,-0.000260583,-0.000267765,Inf
33.3293,1.0276,-0.000179215,-0.000184162,Inf
33.8557,1.0275,-0.000102779,-0.000105606,Inf
34.3894,1.028,-0.000122505,-0.000125934,Inf
34.9048,1.02749,-3.62059E-5,-3.72013E-5,Inf
35.4417,1.02747,-1.40148E-5,-1.43998E-5,Inf
35.974,1.02748,-0.000406058,-0.000417218,Inf
36.5021,1.0278,-0.000120039,-0.000123376,Inf
37.0365,1.02751,-0.00050222,-0.000516034,Inf
37.5603,1.02753,7.22841E-5,7.42741E-5,Inf
38.0933,0.827917,-0.000171681,-0.000142138,Inf
38.6234,0.779137,-0.000357073,-0.000278209,Inf
39.157,0.731038,-0.000234255,-0.000171249,Inf
39.6853,0.754972,-7.25195E-5,-5.47502E-5,Inf
40.2168,0.740833,-0.000234255,-0.000173544,Inf
40.7491,0.726256,-0.000114902,-8.34482E-5,Inf
41.271,0.731294,9.84796E-6,7.20176E-6,Inf
41.7939,0.537139,-0.000192201,-0.000103238,Inf
42.326,0.484891,-0.000364264,-0.000176629,Inf
42.8495,0.437143,-0.000174872,-7.64442E-5,Inf
43.3798,0.461006,-0.000202995,-9.35818E-5,Inf
43.9042,0.489516,3.41764E-5,1.67299E-5,Inf
44.4374,0.293029,-0.00010623,-3.11285E-5,Inf
44.9592,0.242328,-2.43284E-5,-5.89547E-6,Inf
45.4909,0.267744,9.30243E-5,2.49067E-5,Inf
46.0209,0.06093,-7.93136E-6,-4.83258E-7,Inf
46.5508,0.111141,7.78332E-5,8.65044E-6,Inf
47.0855,-0.0929427,0.000202255,-1.87981E-5,Inf
47.6185,-0.288201,-0.000143804,4.14444E-5,Inf
48.147,-0.0929603,0.000145544,-1.35298E-5,Inf
48.6823,-0.28845,0.000228514,-6.5915E-5,Inf
49.2073,-0.48712,-1.05195E-5,5.12428E-6,Inf
49.7374,-0.288118,0.000137284,-3.9554E-5,Inf
50.2637,-0.487169,0.000302622,-0.000147428,Inf
50.7964,-0.687346,5.12598E-5,-3.52332E-5,Inf
51.3232,-0.888667,8.59166E-5,-7.63513E-5,Inf
51.8583,-1.09176,7.71911E-5,-8.42744E-5,Inf
52.391,-1.29416,0.000417593,-0.000540433,Inf
52.9055,-1.49134,0.000644573,-0.000961277,Inf
53.4286,-1.68839,0.000451387,-0.000762115,Inf
53.9531,-1.58779,0.000446387,-0.000708766,Inf
54.4843,-1.53913,0.000668764,-0.00102931,Inf
55.0037,-1.51546,0.000216544,-0.000328164,Inf
55.5342,-1.50567,0.000792513,-0.00119326,Inf
56.0658,-1.49613,0.000499097,-0.000746716,Inf
56.5941,-1.50556,5.52745E-5,-8.3219E-5,Inf
57.1262,-1.50074,0.000449784,-0.00067501,Inf
57.6579,-1.4961,0.000706215,-0.00105657,Inf
58.1885,-1.50099,0.000356088,-0.000534484,Inf
58.7216,-1.50097,0.000385676,-0.00057889,Inf
59.2502,-1.49583,0.000348691,-0.000521582,Inf
59.7779,-1.50102,0.000361019,-0.000541897,Inf
60.2822,-1.50072,0.000681558,-0.00102282,Inf
60.8018,-1.49598,0.000506494,-0.000757705,Inf
61.3322,-1.50061,0.000129245,-0.000193946,Inf
