#ID:	4
#type:	Stressing
#start_time:	16/04/2025 17.41.05
#
# Parameters
#Sample area:	0.25 cm²
#Comment:	  
#Resolution of the measurement unit:	10 (higher better/slower)
#wait_duration:	1 min
#point_rate:	2 1/s
#point_spacing:	0 linear
#setpoint:	Inf W
##Sample holder climate : temperature:	[34.779,36.886] °C
##Sample holder climate : relative humidity:	[31.739,30.744] %
##IR temperature [0]:	[44.35,46.49] °C
##Stage temperature:	[51.4341,54.4878] °C
##Light intensity:	[100,100] %
#Power:	-0.000710178 mW
#Current:	-0.000847456 mA
#Voltage:	0.838012 V
#
#time (s),Voltage (V),current (mA),Power (mW),PCE (%)
1.10255,1.53143,0.00060846,0.000931811,0.00372725
1.63487,0.794064,-0.00112243,-0.000891284,0.00356514
2.14794,0.740974,-0.000742185,-0.000549939,0.00219976
2.67891,0.77005,-0.000966096,-0.000743943,0.00297577
3.19546,0.799175,-0.000695871,-0.000556123,0.00222449
3.71821,0.77941,-0.00056419,-0.000439736,0.00175894
4.23606,0.789318,-0.00067268,-0.000530959,0.00212384
4.76529,0.798771,-0.000755048,-0.000603111,0.00241244
5.28828,0.80886,-0.000917783,-0.000742358,0.00296943
5.81485,0.823452,-0.000968096,-0.000797181,0.00318872
6.33655,0.837665,-0.000882798,-0.000739489,0.00295796
6.86844,0.828043,-0.000775773,-0.000642374,0.0025695
7.39285,0.833144,-0.000964165,-0.000803289,0.00321315
7.92096,0.837858,-0.000875401,-0.000733462,0.00293385
8.44564,0.837766,-0.000813758,-0.000681739,0.00272696
8.97984,0.837799,-0.000761979,-0.000638385,0.00255354
9.51493,0.837852,-0.000850744,-0.000712797,0.00285119
10.043,0.838149,-0.000717597,-0.000601453,0.00240581
10.5635,0.837852,-0.000668283,-0.000559922,0.00223969
11.0899,0.837983,-0.000924714,-0.000774895,0.00309958
11.6131,0.837958,-0.000729925,-0.000611647,0.00244659
12.1429,0.838044,-0.000663352,-0.000555918,0.00222367
12.654,0.838108,-0.000734857,-0.000615889,0.00246356
13.1784,0.83798,-0.00098389,-0.000824481,0.00329792
13.7043,0.838024,-0.000515411,-0.000431927,0.00172771
14.2261,0.838144,-0.000749651,-0.000628315,0.00251326
14.7494,0.838056,-0.000700337,-0.000586922,0.00234769
15.2811,0.838099,-0.00100115,-0.000839063,0.00335625
15.8047,0.837966,-0.000774308,-0.000648844,0.00259537
16.3311,0.837878,-0.000715131,-0.000599193,0.00239677
16.8528,0.83804,-0.000808827,-0.00067783,0.00271132
17.3712,0.838049,-0.000764445,-0.000640642,0.00256257
17.8937,0.838083,-0.000577053,-0.000483618,0.00193447
18.427,0.838285,-0.000902523,-0.000756572,0.00302629
18.9544,0.837767,-0.000604176,-0.000506158,0.00202463
19.4761,0.837943,-0.000532671,-0.000446348,0.00178539
20.002,0.837973,-0.0007102,-0.000595129,0.00238051
20.521,0.837839,-0.000840881,-0.000704523,0.00281809
21.0544,0.83786,-0.000877866,-0.000735529,0.00294212
21.5858,0.837931,-0.000757048,-0.000634354,0.00253742
22.1134,0.837912,-0.000724994,-0.000607481,0.00242992
22.6406,0.837834,-0.000850744,-0.000712782,0.00285113
23.1488,0.837879,-0.000616504,-0.000516556,0.00206622
23.6731,0.838129,-0.000668283,-0.000560108,0.00224043
24.1899,0.83804,-0.000865538,-0.000725355,0.00290142
24.7203,0.838164,-0.000919783,-0.000770928,0.00308371
25.2457,0.837979,-0.00108252,-0.000907127,0.00362851
25.7795,0.838077,-0.000917317,-0.000768782,0.00307513
26.2986,0.838067,-0.000779239,-0.000653054,0.00261222
26.8312,0.837922,-0.0010332,-0.000865745,0.00346298
27.3588,0.837712,-0.000729925,-0.000611467,0.00244587
27.8827,0.837853,-0.000808827,-0.000677678,0.00271071
28.404,0.837938,-0.000868003,-0.000727333,0.00290933
28.934,0.837921,-0.000890195,-0.000745913,0.00298365
29.4604,0.837872,-0.000853209,-0.00071488,0.00285952
29.9799,0.837791,-0.000754582,-0.000632182,0.00252873
30.5029,0.837951,-0.000542533,-0.000454617,0.00181847
31.0242,0.837857,-0.00105293,-0.000882204,0.00352882
31.552,0.837745,-0.000848278,-0.00071064,0.00284256
32.0816,0.837604,-0.000544999,-0.000456493,0.00182597
32.6141,0.837754,-0.000932111,-0.00078088,0.00312352
33.1398,0.837782,-0.000599244,-0.000502036,0.00200814
33.6517,0.837603,-0.000838415,-0.000702259,0.00280904
34.1837,0.837932,-0.000900057,-0.000754187,0.00301675
34.715,0.837872,-0.000897592,-0.000752067,0.00300827
35.2401,0.837592,-0.00108498,-0.000908774,0.0036351
35.7691,0.837832,-0.00100855,-0.000844994,0.00337997
36.2928,0.838147,-0.00101841,-0.000853577,0.00341431
36.8239,0.837539,-0.000633764,-0.000530802,0.00212321
37.3521,0.837819,-0.000722528,-0.000605348,0.00242139
37.8825,0.837814,-0.000614038,-0.00051445,0.0020578
38.4081,0.837986,-0.000850744,-0.000712912,0.00285165
38.9333,0.837856,-0.000954302,-0.000799568,0.00319827
39.4592,0.837942,-0.000993753,-0.000832707,0.00333083
39.9787,0.837973,-0.000695406,-0.000582731,0.00233093
40.4966,0.83797,-0.000823621,-0.00069017,0.00276068
41.0307,0.838007,-0.00080143,-0.000671604,0.00268642
41.5551,0.837995,-0.000641161,-0.000537289,0.00214916
42.0781,0.838017,-0.000722528,-0.000605491,0.00242196
42.6105,0.837959,-0.000838415,-0.000702558,0.00281023
43.1333,0.837892,-0.000695406,-0.000582675,0.0023307
43.6545,0.837664,-0.000739788,-0.000619694,0.00247878
44.1627,0.837886,-0.000498151,-0.000417394,0.00166958
44.6878,0.837794,-0.000638695,-0.000535095,0.00214038
45.2054,0.837702,-0.000646092,-0.000541232,0.00216493
45.7391,0.837709,-0.000512945,-0.000429699,0.0017188
46.2669,0.837859,-0.000749651,-0.000628102,0.00251241
