#ID:	4
#type:	Stressing
#start_time:	16/04/2025 17.41.05
#
# Parameters
#Sample area:	0.25 cm²
#Comment:	  
#Resolution of the measurement unit:	10 (higher better/slower)
#wait_duration:	1 min
#point_rate:	2 1/s
#point_spacing:	0 linear
#setpoint:	Inf W
##Sample holder climate : temperature:	[34.779,36.886] °C
##Sample holder climate : relative humidity:	[31.739,30.744] %
##IR temperature [0]:	[44.35,46.49] °C
##Stage temperature:	[51.4341,54.4878] °C
##Light intensity:	[100,100] %
#Power:	-0.00120298 mW
#Current:	-0.000866237 mA
#Voltage:	1.38874 V
#
#time (s),Voltage (V),current (mA),Power (mW),PCE (%)
1.10255,1.45269,-0.000743666,-0.00108031,0.00432126
1.63487,1.40371,-0.000807239,-0.00113313,0.0045325
2.14794,1.35389,-0.0007362,-0.000996733,0.00398693
2.67891,1.37841,-0.000848155,-0.00116911,0.00467642
3.19546,1.4081,-0.000688886,-0.000970024,0.00388009
3.71821,1.39347,-0.00075546,-0.00105271,0.00421086
4.23606,1.3736,-0.000764322,-0.00104987,0.0041995
4.76529,1.38354,-0.000796376,-0.00110182,0.00440728
5.28828,1.39357,-0.000553274,-0.000771025,0.0030841
5.81485,1.38868,-0.000872812,-0.00121206,0.00484825
6.33655,1.38381,-0.000724871,-0.00100309,0.00401234
6.86844,1.3887,-0.000988699,-0.00137301,0.00549203
7.39285,1.38852,-0.00116376,-0.00161591,0.00646364
7.92096,1.38348,-0.00100103,-0.0013849,0.0055396
8.44564,1.38876,-0.00082843,-0.00115049,0.00460197
8.97984,1.38856,-0.000751994,-0.00104419,0.00417677
9.51493,1.38874,-0.000853087,-0.00118471,0.00473885
10.043,1.3892,-0.000732268,-0.00101727,0.00406907
10.5635,1.38885,-0.000830896,-0.00115399,0.00461595
11.0899,1.38859,-0.000569533,-0.000790848,0.00316339
11.6131,1.38872,-0.000744597,-0.00103403,0.00413614
12.1429,1.38883,-0.000690352,-0.000958781,0.00383512
12.654,1.38866,-0.000675558,-0.000938121,0.00375248
13.1784,1.38863,-0.000480769,-0.000667608,0.00267043
13.7043,1.38853,-0.000838293,-0.00116399,0.00465598
14.2261,1.3888,-0.000653367,-0.000907398,0.00362959
14.7494,1.38873,-0.000739665,-0.0010272,0.00410878
15.2811,1.38861,-0.00071994,-0.000999713,0.00399885
15.8047,1.38887,-0.000715009,-0.000993051,0.00397221
16.3311,1.3889,-0.000853087,-0.00118486,0.00473942
16.8528,1.38879,-0.000700215,-0.000972449,0.0038898
