#ID:	1
#type:	Perform parallel JV
#start_time:	16/04/2025 17.43.26
#
# Parameters
#Sample area:	0.25 cm²
#Comment:	  
#Resolution of the measurement unit:	10 (higher better/slower)
#start_voltage:	-0.2 V
#stop_voltage:	1.4 V
#Scan rate:	10 mV/s
#settling_time:	10 ms
#direction:	1 0=forward,1=backward,2=for- & backward,3=back- & forward
##Sample holder climate : temperature:	[36.56,32.808] °C
##Sample holder climate : relative humidity:	[29.725,30.803] %
##IR temperature [0]:	[41.29,34.89] °C
##Stage temperature:	[43.1405,33.9076] °C
##Light intensity:	[0,0] %
#
#voltage (V),current (mA)
1.39748,-0.000452181
1.4022,-0.000180956
1.38778,-8.54379E-5
1.38767,-0.000278583
1.3775,-0.000125711
1.3728,-0.000340225
1.36805,-0.000489632
1.36781,-0.000529083
1.35794,-0.000137039
1.35288,-0.000304705
1.34814,-9.41225E-5
1.34319,-0.000367813
1.3382,-0.000214941
1.33337,-0.000133573
1.32844,-0.000339691
1.31862,-0.00035695
1.31842,-0.000213941
1.31376,-0.000423524
1.30826,-0.000331294
1.29894,-0.000368279
1.29868,-0.000200613
1.28907,-0.000251392
1.28926,-0.000374676
1.2794,-0.000258789
1.27943,-0.000115779
1.26949,-0.000374676
1.26486,-0.000132039
1.25964,-0.000501891
1.25986,-0.000398333
1.2497,-0.000321897
1.2396,-0.000399798
1.24446,-0.000301171
1.23493,-0.000202544
1.23006,-0.000611847
1.22028,-0.000149765
1.22039,-0.000416058
1.21553,-0.000285377
1.21058,-0.000376607
1.20066,-0.00016849
1.20094,-0.000474235
1.19568,-0.000289308
1.18583,-0.000517617
1.18594,-0.000256255
1.17563,-0.000591587
1.17618,-0.000428852
1.16578,-0.000427852
1.16588,-0.000413058
1.15613,-0.000299637
1.15125,-0.000427852
1.15119,-0.000235529
1.14145,-0.000495891
1.13666,-0.000646298
1.13107,-0.000357813
1.12678,-0.000233529
1.12172,-0.000110245
1.11734,-0.000287774
1.11235,-0.000179284
1.10699,9.29409E-5
1.10262,6.64205E-6
1.09288,-0.000141299
1.09311,-2.54118E-5
1.08329,-0.000278377
1.08315,-8.11225E-5
1.07358,3.96959E-5
1.07316,-0.000312897
1.06391,-0.000464769
1.05889,-0.000324225
1.05416,-0.000420387
1.05438,-0.00016149
1.04471,-0.000209804
1.03542,-0.000313362
1.03532,-0.000222132
1.03028,-0.000273911
1.02558,-0.000388798
1.01593,-7.07255E-5
1.01567,-9.04509E-5
1.00666,-0.000109176
1.0064,-0.000488891
0.996816,-0.000185613
0.992304,-0.000380401
0.987215,-0.000184613
0.982701,-0.000105711
0.977603,-0.000386798
0.973263,-0.000436112
0.968112,-0.000250186
0.9635,-0.000284705
0.958437,-0.00013923
0.949,-0.000308362
