#ID:	4
#type:	Stressing
#start_time:	16/04/2025 17.48.52
#
# Parameters
#Sample area:	0.25 cm²
#Comment:	  
#Resolution of the measurement unit:	10 (higher better/slower)
#wait_duration:	1 min
#point_rate:	2 1/s
#point_spacing:	0 linear
#setpoint:	Inf W
##Sample holder climate : temperature:	[29.964,29.099] °C
##Sample holder climate : relative humidity:	[32.155,32.667] %
##IR temperature [0]:	[31.53,29.85] °C
##Stage temperature:	[30.2538,29.3448] °C
##Light intensity:	[0,0] %
#Power:	-0.000559872 mW
#Current:	0.000373348 mA
#Voltage:	-1.4996 V
#
#time (s),Voltage (V),current (mA),Power (mW),PCE (%)
1.15087,1.3266,-0.00020901,-0.000277273,Inf
1.67603,1.27777,-0.000394401,-0.000503955,Inf
2.18901,1.22908,-0.00038647,-0.000475004,Inf
2.70938,1.25374,-0.000208475,-0.000261374,Inf
3.2313,1.23893,-0.000222269,-0.000275376,Inf
3.75882,1.22456,-0.000433318,-0.000530626,Inf
4.28574,1.20449,-0.000370676,-0.000446476,Inf
4.81664,1.21433,-0.00018675,-0.000226775,Inf
5.34152,1.20953,-0.000194147,-0.000234826,Inf
5.86339,1.20489,-6.49314E-5,-7.82353E-5,Inf
6.39095,1.20948,-7.57941E-5,-9.16711E-5,Inf
6.92545,1.20953,-0.00013497,-0.000163251,Inf
7.44264,1.21435,-0.00018675,-0.00022678,Inf
7.97502,1.21941,-0.000411127,-0.000501331,Inf
8.49738,1.22433,-2.64805E-5,-3.24208E-5,Inf
9.02466,1.22398,-0.000445646,-0.000545462,Inf
9.55579,1.21938,-0.000120176,-0.00014654,Inf
10.0928,1.21934,-0.000349485,-0.000426141,Inf
10.6212,1.21901,-0.00018675,-0.000227649,Inf
11.1508,1.21904,-0.00026072,-0.000317828,Inf
11.6736,1.21913,-4.37402E-5,-5.3325E-5,Inf
12.2051,1.21928,-0.000438249,-0.000534347,Inf
12.72,1.21935,-0.000302637,-0.000369021,Inf
13.2561,1.21931,-0.000514685,-0.000627559,Inf
13.7852,1.21921,-9.55195E-5,-0.000116459,Inf
14.3172,1.21939,-0.000342088,-0.000417137,Inf
14.8409,1.21952,-0.000314965,-0.000384106,Inf
15.3633,1.219,-0.000509754,-0.000621392,Inf
15.8944,1.21894,-0.000199078,-0.000242665,Inf
16.4212,1.21955,-0.000139902,-0.000170617,Inf
16.9559,1.21926,-0.000561533,-0.000684653,Inf
17.4849,1.21954,-0.000280446,-0.000342015,Inf
18.0221,1.21915,-0.000216338,-0.000263748,Inf
18.5537,1.21903,-0.000206475,-0.0002517,Inf
19.0765,1.21945,-0.000457975,-0.000558476,Inf
19.6041,1.21934,-0.00046044,-0.000561433,Inf
20.1267,1.21931,-0.000576328,-0.000702721,Inf
20.6491,1.21908,-0.000462906,-0.000564322,Inf
21.1811,1.21887,-0.000310034,-0.000377893,Inf
21.7117,1.21899,-0.000425921,-0.000519192,Inf
22.2392,1.21942,-0.000317431,-0.000387082,Inf
22.7605,1.21934,-0.000310034,-0.000378037,Inf
23.2898,1.21925,-0.000379073,-0.000462186,Inf
23.8281,1.21943,-5.60686E-5,-6.83717E-5,Inf
24.3501,1.21924,4.25586E-5,5.18893E-5,Inf
24.8797,1.01744,2.54361E-5,2.58798E-5,Inf
25.4113,0.82618,-0.000294965,-0.000243694,Inf
25.9404,0.77235,-7.59852E-5,-5.86872E-5,Inf
26.468,0.796462,-0.000106573,-8.48816E-5,Inf
26.9906,0.825679,-0.000361539,-0.000298515,Inf
27.5258,0.86547,-0.000390661,-0.000338106,Inf
28.0528,0.907821,-0.000358142,-0.000325128,Inf
28.5853,0.884229,-0.000125368,-0.000110854,Inf
29.1054,0.898448,-0.000165818,-0.000148979,Inf
29.6304,0.908091,-0.000311294,-0.000282683,Inf
30.1537,0.92199,-6.57255E-5,-6.05982E-5,Inf
30.6828,0.9173,1.81077E-5,1.66102E-5,Inf
31.2171,0.717824,-0.000203666,-0.000146197,Inf
31.7488,0.669639,0.000219965,0.000147297,Inf
32.2793,0.465933,-3.27454E-6,-1.52572E-6,Inf
32.7985,0.518459,-0.000186269,-9.65731E-5,Inf
33.3293,0.566654,5.33675E-5,3.02409E-5,Inf
33.8557,0.37117,-0.000354333,-0.000131518,Inf
34.3894,0.323568,-0.00012449,-4.02809E-5,Inf
34.9048,0.347401,7.17646E-5,2.49311E-5,Inf
35.4417,0.147708,-0.000117956,-1.7423E-5,Inf
35.974,0.197853,0.000152735,3.02191E-5,Inf
36.5021,-0.00962558,2.95882E-5,-2.84803E-7,Inf
37.0365,-0.210402,5.19166E-5,-1.09234E-5,Inf
37.5603,-0.406854,-4.1642E-5,1.69422E-5,Inf
38.0933,-0.210412,0.000199858,-4.20525E-5,Inf
