#ID:	1
#type:	Perform parallel JV
#start_time:	16/04/2025 17.35.39
#
# Parameters
#Sample area:	0.25 cm²
#Comment:	  
#Resolution of the measurement unit:	10 (higher better/slower)
#start_voltage:	-0.2 V
#stop_voltage:	1.4 V
#Scan rate:	10 mV/s
#settling_time:	10 ms
#direction:	1 0=forward,1=backward,2=for- & backward,3=back- & forward
##Sample holder climate : temperature:	[33.42,30.245] °C
##Sample holder climate : relative humidity:	[30.249,31.615] %
##IR temperature [0]:	[35.67,31.91] °C
##Stage temperature:	[35.8809,30.7062] °C
##Light intensity:	[0,0] %
#
#voltage (V),current (mA)
1.40869,-0.000230269
1.37948,-1.19375E-6
1.3892,-0.000360772
1.38442,-0.000488166
1.37939,-0.000350088
1.37489,-0.000231735
1.37002,-0.00050296
1.3649,-0.000366348
1.35541,-0.000119779
1.35525,-0.000260323
1.35017,-0.000156765
1.34016,-0.000205078
1.34055,-0.000259323
1.33059,-0.000320965
1.33063,-0.000333294
1.32121,-0.000260789
1.316,-0.000472838
1.31092,-0.0004827
1.30623,-0.000343622
1.30667,-0.000545808
1.29659,-0.000622244
1.28723,-0.000522617
1.28701,-0.000261255
1.28211,-0.000493029
1.27728,-0.000362348
1.26725,-0.000356416
1.26719,-0.000489563
1.2625,-0.00027998
1.25304,-0.000287377
1.25293,-0.000270117
1.24295,4.40243E-5
1.23797,-0.000560068
1.238,-0.000143368
1.22839,-0.000596053
1.2234,-9.55195E-5
1.21864,-0.0004777
1.21891,-0.000502357
1.20904,-0.000237529
1.19871,-0.000387936
1.19874,-0.000343553
1.1941,-0.000417524
1.18912,-9.10539E-5
1.18427,-0.000236529
1.17926,-0.000411593
1.16979,-0.000165024
1.16995,-0.000354882
1.16017,-0.000297171
1.16026,-0.000373607
1.15052,-0.000361279
1.15016,-0.000191147
1.14088,-0.000468769
1.13611,-0.000261652
1.13135,-0.000170421
1.12635,-0.000327225
1.12153,-0.000371607
1.11677,-0.000233529
1.11211,-0.000428318
1.10754,-0.000368142
1.09803,-0.000333622
1.09776,-0.000311431
1.08818,-0.000118108
1.08808,-8.11225E-5
1.07865,-0.000367142
1.07371,-0.000325225
1.07393,-0.000298103
1.06456,-0.000154093
1.05951,-1.84805E-5
1.05496,-0.00016149
1.05002,-0.000166421
1.04556,-0.000350348
1.03628,-0.000236926
1.03602,-0.00036021
1.02656,-0.000191544
1.02648,-0.000263049
1.01705,-0.000282774
1.01228,-0.000157024
1.00748,-0.000323691
1.00255,-0.000242323
0.997924,-0.000119039
0.992945,-0.000296568
0.98822,1.75734E-5
0.983737,-0.000159956
0.974141,5.245E-6
0.97436,-0.000436112
0.964867,-0.000351279
0.960089,-0.000134299
0.959892,-0.000383333
0.95057,-0.000304431
0.945518,-0.000219598
0.941166,-0.000283705
0.936561,-0.000175215
0.931799,-0.000185078
0.922428,-0.000415852
0.921887,-0.000198872
0.912854,-0.000430646
0.913087,-6.54909E-6
0.90348,-9.9245E-5
0.903424,-9.9245E-5
0.893774,-0.000252117
0.888953,-0.000305362
0.884454,-0.000216598
0.879514,-0.00016975
0.875166,-2.18089E-5
0.865415,-0.000124368
0.864986,-0.000200804
0.860073,-0.000250117
0.85006,-0.000447372
0.850259,-0.000329019
0.845212,-6.41911E-5
0.835442,-0.000172681
0.835488,-0.000187475
0.825905,-2.62059E-5
0.820889,-0.000191407
0.821208,-3.85343E-5
0.811242,-0.000213598
0.806631,1.91659E-6
0.801166,-0.00022246
0.796449,-0.000106573
0.79158,1.91764E-5
0.786865,-0.000337348
0.782021,-0.000125299
0.776881,-4.6397E-5
0.772487,-0.000204201
0.767403,-8.97793E-5
0.757687,-0.00038073
0.757749,-0.000131696
0.747856,-0.000364936
0.747989,-0.000212063
0.738176,-0.000276171
0.737825,-8.87793E-5
0.728156,-0.000208598
0.723351,-0.000215995
0.718492,-0.00017901
0.718714,-0.00021846
0.70888,-0.000276637
0.704086,-0.00017801
0.699176,-0.000239652
0.694074,-0.000210063
0.689541,-0.000449235
0.679592,-0.000403852
0.679613,-0.000258377
0.674624,-0.000189338
0.669591,0.000141063
0.659839,-1.32745E-5
0.659939,-1.32745E-5
0.654935,-7.24509E-5
0.645383,-0.000315553
0.645119,-8.87107E-5
0.635607,3.95048E-5
0.630898,-0.000150353
0.630491,-0.000325416
0.620679,-3.1E-5
0.620895,-3.34657E-5
0.610941,-6.30539E-5
0.605932,-7.19166E-5
0.601105,7.1093E-5
0.596276,-2.2603E-5
0.591388,-4.23284E-5
0.586326,-0.000100505
0.581124,6.96273E-5
0.57649,7.949E-5
0.571535,-0.000100505
0.562062,-0.000207995
0.561676,-0.000343607
0.557149,-4.52598E-5
0.552413,-0.000104436
0.542251,-0.000110833
0.54226,-4.42598E-5
0.532804,-6.15196E-5
0.532695,-2.7E-5
0.523037,-0.000149284
0.518469,-0.000149284
0.514172,-0.00015175
0.514086,-0.000235583
0.504416,2.43136E-5
