#ID:	4
#type:	Stressing
#start_time:	16/04/2025 17.48.52
#
# Parameters
#Sample area:	0.25 cm²
#Comment:	  
#Resolution of the measurement unit:	10 (higher better/slower)
#wait_duration:	1 min
#point_rate:	2 1/s
#point_spacing:	0 linear
#setpoint:	Inf W
##Sample holder climate : temperature:	[29.964,29.099] °C
##Sample holder climate : relative humidity:	[32.155,32.667] %
##IR temperature [0]:	[31.53,29.85] °C
##Stage temperature:	[30.2538,29.3448] °C
##Light intensity:	[0,0] %
#Power:	-0.00091093 mW
#Current:	0.000607587 mA
#Voltage:	-1.49926 V
#
#time (s),Voltage (V),current (mA),Power (mW),PCE (%)
1.15087,0.271661,0.00156897,0.000426227,Inf
1.67603,0.221093,0.000176392,3.89991E-5,Inf
2.18901,0.015576,0.000117353,1.82789E-6,Inf
2.70938,-0.182771,-8.71616E-5,1.59306E-5,Inf
3.2313,0.0155126,0.000134613,2.08819E-6,Inf
3.75882,-0.182835,-5.79409E-6,1.05936E-6,Inf
4.28574,0.0160916,-0.000163735,-2.63475E-6,Inf
4.81664,0.0654964,-0.000141078,-9.24011E-6,Inf
5.34152,0.120999,-3.53432E-6,-4.2765E-7,Inf
5.86339,0.0903369,2.39705E-6,2.16542E-7,Inf
6.39095,-0.110057,0.000175132,-1.92745E-5,Inf
6.92545,-0.310185,0.00024924,-7.73104E-5,Inf
7.44264,-0.51325,0.000307088,-0.000157613,Inf
7.97502,-0.712949,5.57255E-5,-3.97294E-5,Inf
8.49738,-0.911486,0.000117505,-0.000107104,Inf
9.02466,-1.11256,6.58627E-5,-7.32763E-5,Inf
9.55579,-1.31077,0.000401333,-0.000526055,Inf
10.0928,-1.50528,0.000735803,-0.00110759,Inf
10.6212,-1.40597,0.000351088,-0.000493618,Inf
11.1508,-1.50558,0.000442387,-0.00066605,Inf
11.6736,-1.45843,0.000583396,-0.000850844,Inf
12.2051,-1.5056,0.00047444,-0.000714316,Inf
12.72,-1.48206,0.00047344,-0.000701665,Inf
13.2561,-1.50592,0.00043499,-0.000655059,Inf
13.7852,-1.49141,0.000644573,-0.000961325,Inf
14.3172,-1.50594,0.000311705,-0.000469409,Inf
14.8409,-1.49616,0.000277186,-0.000414714,Inf
15.3633,-1.50586,0.000267323,-0.000402552,Inf
15.8944,-1.50099,0.000479372,-0.000719531,Inf
16.4212,-1.50103,0.000415264,-0.000623324,Inf
16.9559,-1.501,0.000375813,-0.000564095,Inf
17.4849,-1.50099,0.000311705,-0.000467866,Inf
18.0221,-1.50113,0.000314171,-0.000471612,Inf
18.5537,-1.50099,0.000237735,-0.000356838,Inf
19.0765,-1.49663,0.000331431,-0.00049603,Inf
19.6041,-1.50132,0.000267323,-0.000401337,Inf
20.1267,-1.49616,0.000471975,-0.000706148,Inf
20.6491,-1.50104,0.00040047,-0.000601122,Inf
