#ID:	4
#type:	Stressing
#start_time:	16/04/2025 16.53.28
#
# Parameters
#Sample area:	0.25 cm²
#Comment:	  
#Resolution of the measurement unit:	10 (higher better/slower)
#wait_duration:	1 min
#point_rate:	2 1/s
#point_spacing:	0 linear
#setpoint:	Inf W
##Sample holder climate : temperature:	[35.187,37.027] °C
##Sample holder climate : relative humidity:	[33.845,32.81] %
##IR temperature [0]:	[46.49,48.25] °C
##Stage temperature:	[53.7755,55.5825] °C
##Light intensity:	[100,100] %
#Power:	-0.148834 mW
#Current:	-0.435101 mA
#Voltage:	0.342067 V
#
#time (s),Voltage (V),current (mA),Power (mW),PCE (%)
2.05279,0.484004,0.0389401,0.0188472,0.0753887
3.08009,0.452881,-0.13296,-0.0602151,0.240861
4.10901,0.414552,-0.27708,-0.114864,0.459456
5.13084,0.375948,-0.37445,-0.140774,0.563095
6.14421,0.334137,-0.441039,-0.147367,0.589469
7.15725,0.289351,-0.484602,-0.14022,0.56088
8.19622,0.312244,-0.465347,-0.145302,0.581207
9.2248,0.338088,-0.437345,-0.147861,0.591445
10.249,0.367868,-0.393452,-0.144738,0.578953
11.2748,0.355438,-0.414758,-0.147421,0.589682
12.3119,0.333783,-0.443938,-0.148179,0.592716
13.3364,0.311707,-0.467746,-0.145799,0.583198
14.3673,0.325091,-0.454372,-0.147712,0.59085
15.391,0.337901,-0.439335,-0.148452,0.593807
16.4147,0.354812,-0.416903,-0.147922,0.59169
17.432,0.346408,-0.429171,-0.148669,0.594674
18.4553,0.333874,-0.444895,-0.148539,0.594156
19.4605,0.342488,-0.434344,-0.148758,0.59503
20.4647,0.346877,-0.428839,-0.148754,0.595018
21.4896,0.342329,-0.434734,-0.148822,0.595288
22.511,0.342495,-0.434887,-0.148946,0.595786
23.5312,0.342175,-0.435294,-0.148947,0.595786
24.5495,0.337921,-0.440829,-0.148965,0.595862
25.5824,0.333698,-0.445881,-0.14879,0.595159
26.6111,0.333382,-0.446355,-0.148806,0.595226
27.6236,0.333905,-0.445923,-0.148896,0.595583
28.645,0.338075,-0.440925,-0.149066,0.596263
29.6654,0.342243,-0.435634,-0.149093,0.59637
30.6345,0.351116,-0.423538,-0.148711,0.594844
31.6022,0.346729,-0.429371,-0.148876,0.595502
32.5742,0.34247,-0.435212,-0.149047,0.596188
33.5981,0.33771,-0.441132,-0.148975,0.5959
34.6042,0.337465,-0.441303,-0.148924,0.595697
35.619,0.337703,-0.441352,-0.149046,0.596183
36.6383,0.337526,-0.441591,-0.149049,0.596194
37.6496,0.338089,-0.440896,-0.149062,0.596249
38.6612,0.342489,-0.435592,-0.149185,0.596741
39.6768,0.342286,-0.435523,-0.149073,0.596293
40.6879,0.34217,-0.435829,-0.149128,0.59651
41.7002,0.342201,-0.435082,-0.148886,0.595542
42.7119,0.342162,-0.435595,-0.149044,0.596176
43.737,0.342362,-0.435402,-0.149065,0.596261
44.7535,0.342377,-0.434939,-0.148913,0.595651
45.7729,0.342279,-0.435807,-0.149167,0.596669
46.7899,0.342656,-0.434998,-0.149055,0.596219
47.812,0.342157,-0.435432,-0.148986,0.595944
48.8295,0.342062,-0.435735,-0.149048,0.596193
49.849,0.341932,-0.435417,-0.148883,0.595532
50.882,0.34204,-0.435311,-0.148894,0.595575
51.9076,0.342261,-0.434581,-0.14874,0.594961
52.9326,0.342169,-0.434803,-0.148776,0.595105
53.9571,0.342084,-0.434665,-0.148692,0.594767
54.9839,0.342283,-0.43504,-0.148907,0.595627
56.0097,0.342218,-0.435508,-0.149039,0.596154
57.0467,0.342212,-0.434907,-0.14883,0.595321
58.0777,0.342136,-0.435479,-0.148993,0.595971
59.0982,0.342014,-0.435156,-0.148829,0.595317
60.1171,0.342003,-0.435375,-0.1489,0.595598
61.1377,0.342113,-0.43499,-0.148816,0.595264
62.1638,0.342086,-0.434939,-0.148786,0.595145
